scenario_id_fr,text,group
11_124_2,"She could open the car door, and let the dog out. ",3
11_125_2,She could check to see if the door is unlocked,3
11_126_2,Call the police,1
11_127_2,call the police,1
11_128_2,Break a window,2
11_129_2,She could call the police.,1
11_130_2,Erica could ask someone walking by to help her break the window,13
11_131_2,Walk past the car,6
11_132_2,Call the police,1
11_133_2,try to open the car door,3
11_134_2,Break the window,2
11_136_2,She can call the cops,1
11_137_2,call the police and report the car.,1
11_138_2,She could call the police to come get the dog.,1
11_139_2,Smash the window and rescue the dog,2
11_140_2,give it food,15
11_141_2,Erica could smash out the windows to help the dog,2
11_142_2,Call the police. ,1
11_143_2,she could go back into the mall and ask that the owners of the vehicle be paged to come to their car.,4
11_144_2,Try to get the dog out,0
11_145_2,call police,1
11_146_2,call the mall office to find out whose car it is,4
11_147_2,Try to calm the dog down,15
11_148_2,Break a window,2
11_149_2,Call the police,1
11_150_2,call the cops,1
11_152_2,break a window,2
11_154_2,call security,4
11_155_2,Inform the mall security,4
11_156_2,Report it,4
11_157_2,smash the car window,2
11_158_2,ask for the owner ,7
11_159_2,Break car window,2
11_160_2,try breaking glass,2
11_161_2,Talk to the parking attendant,4
11_162_2,Call the police,1
11_163_2,Call the police,1
11_164_2,She could bust the window out.,2
11_165_2,call the police,1
11_166_2,Call the cops,1
11_167_2,walk away,6
11_168_2,Let security know about the dog.,4
11_169_2,ask the mall to make an announcement with the car and dog's description,4
11_170_2,Find person owns car,7
11_171_2,call the cops,1
11_172_2,Erica could go into the mall and notify staff.,4
11_173_2,call police,1
11_174_2,up,0
11_175_2,Find a security officer,4
11_176_2,break a window,2
11_177_2,Try to open the car door or the window.,3
11_178_2,see if door is loicked,3
11_179_2,alert a security guard,4
11_180_2,Call 911.,1
11_181_2,Call the police,1
11_182_2,Erica can run into the mall and find security to complain.,4
11_183_2,break the window,2
11_184_2,Call 911 and report that a dog is stuck in a car.,1
11_185_2,get mall security,4
11_186_2,Break the car window.,2
11_187_2,Call the police,1
11_188_2,Call pop a lock to unlock the car.,14
11_190_2,Erica could alert the mall security,4
11_191_2,Try to break into the car,4
11_192_2,Go to mall security to have the owner paged,4
11_193_2,call the police,1
11_194_2,She could roll the window down,11
11_195_2,alert mall security,4
11_196_2,open the window,11
11_197_2,Erica could crack the window of the door open and take the dog out,2
11_198_2,Let mall security know so they can find the dogs owner,4
11_199_2,Call mall security.,4
11_200_2,She could break a car window and let the dog out.,2
11_201_2,Scream for help.,12
11_202_2,get security,4
11_203_2,call 911,1
11_204_2,break the windows and let the dog out,2
11_205_2,Check to see if any of the car doors are unlocked,3
11_206_2,Call the humane society.,8
11_207_2,Call 911,1
11_208_2,find the supervisors of the parking lot,4
11_105_3,NOTHING,6
11_106_3,wait,5
11_107_3,try to locate the owner of the car,7
11_108_3,take the dog outside,0
11_109_3,Try to unlock the car by picking the locks,14
11_110_3,Look for the owner and tell them to let the dog out.,7
11_111_3,call the police,1
11_112_3,Go into the mall and have them make an announcement for the owner,4
11_113_3,call fire dept,1
11_114_3,Go inside the mall and find someone to make an announcement,4
11_115_3,Try to find the owner.,7
11_116_3,Call the police,1
11_117_3,Try to find the owner of the car.,7
11_118_3,Bust out the window,2
11_119_3,call mall security.,4
11_120_3,Alert mall security,4
11_121_3,call 911,1
11_122_3,ask anyone around for help,13
11_123_3,call the police,1
11_124_3,She could look for the owner to open the door or window.,7
11_125_3,She could put a note on the car,0
11_126_3,Look around for the owner in the parking lot,7
11_127_3,look for the owner,7
11_128_3,Call 911,1
11_129_3,She could break the window.,2
11_130_3,Erica could break the window herself,2
11_131_3,Try to get inside the car,3
11_132_3,Notify someone in the mall to make an announcement,4
11_133_3,try talking to the dog,15
11_134_3,Go back to the mall and try and find the owner ,7
11_136_3,She can wait for the person to come back,5
11_137_3,call animal control and report the driver.,8
11_138_3,She could wait by the car for the owner to come back.,5
11_139_3,Track down the owner inside the mall,7
11_140_3,allow it to rest,15
11_141_3,Erica could wave down bystanders for assistance,13
11_142_3,Do nothing and leave. ,6
11_143_3,She could call the police.,1
11_144_3,Break the car window,2
11_145_3,look for  owner,7
11_146_3,call the police,1
11_147_3,Try to get one of the windows open,2
11_148_3,Open a door,3
11_149_3,try to find the owner,7
11_150_3,break window open ,2
11_152_3,ignore the dog,6
11_154_3,call 911,1
11_155_3,See if the door is unlocked and roll down the window,2
11_156_3,Ignore it,6
11_157_3,call the police,1
11_158_3,stay  ,5
11_159_3,Try to open door,3
11_160_3,do nothing,6
11_161_3,Break the glass,2
11_162_3,Ignore it and move on,6
11_163_3,ask people around her to help,13
11_164_3,Erica could call the police.,1
11_165_3,call security,4
11_166_3,Find an owner,7
11_167_3,alert security,4
11_168_3,Call police.,1
11_169_3,call the police,1
11_170_3,Call friend,13
11_171_3,call 911,1
11_172_3,Erica could wait at the car until the owner's return and confront them.,5
11_173_3,call fire department,1
11_174_3,sorry,6
11_175_3,Find a policeman,1
11_176_3,try to open a door,3
11_177_3,Call the emergency room.,1
11_178_3,smash a window,2
11_179_3,try to find the owner,7
11_180_3,Leave it there.,6
11_181_3,Smash the window,2
11_182_3,Erica can ignore and just go home.,6
11_183_3,ask for help from strangers,13
11_184_3,Go back to the mall and tell them to make an announcement about the dog.,4
11_185_3,smash the window,2
11_186_3,Break into the car.,2
11_187_3,Break the car window,2
11_188_3,Call her friend that is a locksmith.,14
11_190_3,Erica could wait with the dog and the car to see if the owners will return,5
11_191_3,Tell mall security about the dog,4
11_192_3,Smash the window on the car,2
11_193_3,break the window,2
11_194_3,She could look for the owner of the dog,7
11_195_3,keep walking and ignore it,6
11_196_3,summon the owner of the car,7
11_197_3,Erica could wave down passerbys to see if anyone has seen the owner of the dog and the car,7
11_198_3,break the window and get the dog out,2
11_199_3,Call the police. ,1
11_200_3,She could wait for the owner come back.,5
11_201_3,Call 911.,1
11_202_3,walk away,6
11_203_3,break the window to get the dog,2
11_204_3,ignore the situation and go home,6
11_205_3,Look for the owner,7
11_206_3,Break the window of the car.,2
11_207_3,Call animal shelter,8
11_208_3,find a security officer ,4
11_105_4,SMASH THE WINDOW,2
11_106_4,do nothing,6
11_107_4,break a window of the car,2
11_108_4,call the police,1
11_109_4,Call security,4
11_110_4,Break the window to save the dog.,2
11_111_4,ignore the dog,6
11_112_4,Walk away,6
11_113_4,break window,2
11_114_4,Break a window,2
11_115_4,Stay and wait for the owner.,5
11_116_4,Stand by the car and wait for the driver,5
11_117_4,Scream for help.,12
11_118_4,Call animal control,8
11_119_4,try to find the owner.,7
11_120_4,Break one of the car's windows,2
11_121_4,call state police,1
11_122_4,run into a few stores and ask if anyone left their dog in the car,7
11_123_4,go back into the mall and tell an employee,4
11_124_4,She could call the police and complain that the dog is locked in a hot car.,1
11_125_4,She could go in and ask the mall to make an announcement,4
11_126_4,Go into the mall and look for the owner,7
11_127_4,try opening the door,3
11_128_4,Go back into the mall,4
11_129_4,She could leave and do nothing.,6
11_130_4,Erica could run into the store and get help,13
11_131_4,Try and find the owner,7
11_132_4,Leave a note for the owner that they're a horrible person,9
11_133_4,ask for help,13
11_134_4,Leave and do nothing ,6
11_136_4,She can call an ambulance,1
11_137_4,break the window and help the dog get out.,2
11_138_4,She could ignore the dog and walk away.,6
11_139_4,Try to open the door with a crowbar and save it,3
11_140_4,leave it alone,6
11_141_4,Erica could ignore the dog and walk away,6
11_142_4,Try and find the owner before its too late. ,7
11_143_4,She could walk on by and do nothing.,6
11_144_4,Get mall security,4
11_145_4,break the window,2
11_146_4,see if she can get anyone to help pry open the door,13
11_147_4,Look for passersby to help,13
11_148_4,Mind her own business,6
11_149_4,get help from other people in the lot,13
11_150_4,comfort the dog,15
11_152_4,go to the store and page the owner,4
11_154_4,stay there till help arrives,5
11_155_4,Call the police,1
11_156_4,Give the dog some water,15
11_157_4,get mall security to make an annoucement about the car,4
11_158_4,fet something for the dog ,15
11_159_4,Contact mall security,4
11_160_4,call 911,1
11_161_4,Ignore the situation and leave,6
11_162_4,Try to find the dog's owner,7
11_163_4,try the doors to see if they're open,3
11_164_4,Erica could do nothing.,6
11_165_4,tell another person,13
11_166_4,Pick the lock of the door,14
11_167_4,steal the dog,0
11_168_4,Ignore it and leave.,6
11_169_4,break the window,2
11_170_4,Call security,4
11_171_4,ask someone for help,13
11_172_4,"Erica could attempt to get the windows down, she could check the doors.",2
11_173_4,call mall security,4
11_174_4,please,0
11_175_4,Contact PETA,8
11_176_4,find the owner,7
11_177_4,Notify the parking lot manager.,4
11_178_4,tell store manager to say something,4
11_179_4,ask someone what they should do,13
11_180_4,Wait for the owner.,5
11_181_4,call animal control,8
11_182_4,Erica can keep the dog company and make sure it's ok.,15
11_183_4,try to find the owner,7
11_184_4,Walk away and do nothing.,6
11_185_4,go into the store and make an announcement ,4
11_186_4,Call mall security to see if they can make an announcement.,4
11_187_4,Tell someone at mall security,4
11_188_4,Smash the window of the car.,2
11_190_4,Erica could walk by and not do anything,6
11_191_4,Leave an angry note on the car,9
11_192_4,Nothing,6
11_193_4,call a friend for help,13
11_194_4,She could call animal services,8
11_195_4,see if the door is unlocked,3
11_196_4,play with the dog,15
11_197_4,Erica could call the police and see if they can locate the owner or break open the car window,1
11_198_4,ignore it,6
11_199_4,Wait for the driver to come back.,5
11_200_4,She could look for the owner.,7
11_201_4,Try and unlock the doors.,3
11_202_4,wait for the owner to return,5
11_203_4,go back into the mall and notify security,4
11_204_4,ask mall security to help locate the owner,4
11_205_4,Break a window,2
11_206_4,Do nothing.,6
11_207_4,Write down tag/make/model,0
11_208_4,try to alarm the owner by the car alarm ,10
11_105_5,YELL FOR HELP,12
11_106_5,tell store employee,4
11_107_5,call the fire department,1
11_108_5,call 911,1
11_109_5,Complain to a friend,0
11_110_5,Keep an eye on the dog and wait for the owner to come out.,5
11_111_5,yell for help,12
11_112_5,Try to open the doors of the car to save the dog,3
11_113_5,call locksmith,14
11_114_5,Leave and forget about it,6
11_115_5,Try to open the car without damaging the car.,3
11_116_5,Break the windows to help the dog,2
11_117_5,Walk away and do nothing.,6
11_118_5,Nothing.,6
11_119_5,find other people to call the cops and trying to open the window.,2
11_120_5,Start a Facebook/Instagram live story about the situation,13
11_121_5,break the window,2
11_122_5,yell for help,12
11_123_5,wait at the car for the owner to come out,5
11_124_5,She could simply do nothing. ,6
11_125_5,She could call animal control,8
11_126_5,Get the mall attendants to make an announcement over the loudspeaker,4
11_127_5,ask others for help,13
11_128_5,Call for help,12
11_129_5,She could call the fire department.,1
11_130_5,Erica could ignore it and walk away,6
11_131_5,Break the window,2
11_132_5,See if she can set off the car's alarm to get the owner's attention,10
11_133_5,ignore it,6
11_134_5,Wait by the car for the owner and then chew them out,9
11_136_5,She can ignore it,6
11_137_5,pick the door's lock and open the car.,3
11_138_5,She could walk into a nearby store and ask them to page the owner.,4
11_139_5,Ignore the dog and let it die,6
11_140_5,massage it,15
11_141_5,Erica could attempt to open the car door's without resorting to damaging it,3
11_142_5,Ask someone else to break the window. ,13
11_143_5, She can walk around the mall and ask people if they left their dog in the car.,4
11_144_5,Let other people know,13
11_145_5,talk to the dog,15
11_146_5,see if car is unlocked to open it up,3
11_147_5,Ignore it and go on her way,6
11_148_5,Quickly find the owner,7
11_149_5,leave it alone,6
11_150_5,try and see if any doors are unlocked,3
11_152_5,tell others in the parking lot,13
11_154_5,report thgese people to animal cruelty,8
11_155_5,Ignore it and walk away,6
11_156_5,Talk to the owner of the car and shame them for leaving their dog in the car like that,9
11_157_5,attempt to open the door,3
11_158_5,walk away ,6
11_159_5,Honk horn,10
11_160_5,wait for owner,5
11_161_5,Tease the dog and leave,6
11_162_5,Ask others for help,13
11_163_5,walk away,6
11_164_5,She could take pictures and post them on social media to shame the dog owner.,9
11_165_5,do nothing,6
11_166_5,Get help from someone else,13
11_167_5,call the police,1
11_168_5,Let someone nearby know.,13
11_169_5,walk away,6
11_170_5,Call mall manager,4
11_171_5,walk away,6
11_172_5,Erica could do nothing and ignore it.,6
11_173_5,ask strangers nearby for help,13
11_174_5,pay me,0
11_175_5,Contact local animal control,8
11_176_5,pick the door lock,14
11_177_5,To break a car window.,2
11_178_5,nothing,6
11_179_5,ignore it and go home,6
11_180_5,Try to open the doors.,3
11_181_5,try to find the owner,7
11_182_5,Erica can call 911 and report it.,1
11_183_5,ignore the dog,6
11_184_5,Wait at the car until the owner arrives and berate them.,9
11_185_5,walk away,6
11_186_5,Scream for help from others in the parking lot.,12
11_187_5,Call dog shelter and ask what to do,8
11_188_5,She could ignore the helpless dog.,6
11_190_5,Erica could break the windows in the car to get the dog out,2
11_191_5,Do nothing and leave,6
11_192_5,Call the ASPCA,8
11_193_5,write down license plate,0
11_194_5,She could call the police,1
11_195_5,try to pick the lock with a coathanger,14
11_196_5,call the cops,1
11_197_5,"Erica could pretend to break into the car, triggering it's alarm and alerting the owner then confront him",10
11_198_5,wait by the dog to watch it,5
11_199_5,Drive away.,6
11_200_5,She could leave and mind her own business.,6
11_201_5,Look for the owner.,7
11_202_5,call police,1
11_203_5,look around the parking lot for the owners,7
11_204_5,ask other people in the parking lot for help,13
11_205_5,Do nothing and leave,6
11_206_5,Find a blanket or something to shade the car.,15
11_207_5,Ask who the vehicle belongs to call additional attention and possibly find the owner to get the dog out fast. ,13
11_208_5,tell somebody responsible ,4
12_105_1,THROW OUT THE KNIFE,2
12_106_1,tell truth,1
12_107_1,let the security know before they search him,1
12_108_1,change the knife,0
12_109_1,Mail it back to his address,3
12_110_1,Hope it doesn't get noticed and go through.,5
12_111_1,throw away the knife,2
12_112_1,Toss the chef's knife into the garbage,2
12_113_1,throw it away,2
12_114_1,Tell security he accidentally brought a knife,1
12_115_1,Have someone ship it to where he is.,3
12_116_1,Go home and put the knife away,12
12_117_1,Mail the knife back to himself.,3
12_118_1,Leave it behind.,14
12_119_1,alert the agent and tell them about the knife.,1
12_120_1,Pretend he didn't know he had it on him,13
12_121_1,tell them he forgot abou t it,13
12_122_1,throw the knife away,2
12_123_1,Throw the knife in a nearby trash can,2
12_124_1,He could get out of the line.,10
12_125_1,He can exit the line and put the knife in a locker,8
12_126_1,Toss it in the garbage,2
12_127_1,warn them about the chef's knife,1
12_128_1,Throw away the knife,2
12_129_1,Tell the TSA agent what he did and ask for assistance.,1
12_130_1,Carl could immediately tell TSA that he accidentally brought his knife for the food festival,1
12_131_1,Tell security about the knife,1
12_132_1,See if he can get the knife through security,5
12_133_1,tell the cops,1
12_134_1,Throw the knife out ,2
12_136_1,He can take it out and explain,1
12_137_1,Check the knife with the airline to be stowed under the plane.,4
12_138_1,He could ask the TSA to confiscate it for him.,14
12_139_1,Get off-line to add it to his check in luggage ,4
12_140_1,return,10
12_141_1,Carl could notify security of his profession and explain why he has the knife,1
12_142_1,Step out of line and find a way to mail it to his final destination.,3
12_143_1,He can remove it and put it in the trash.,2
12_144_1,Let security know,1
12_145_1,call someone to come get it,7
12_146_1,leave the line and ask to check in the item,4
12_147_1,Explain to Airport authorities,1
12_148_1,Inform security,1
12_149_1,He can ship it home,3
12_150_1,call chef to give it back,0
12_152_1,leave the line and put his knife in the car,9
12_154_1,leave the knife there,14
12_155_1,Rent a locker and store it there,8
12_156_1,Turn around and place the knife back at his house,10
12_157_1,get out of line and check it in,4
12_158_1,leave ,10
12_159_1,Explain situation,1
12_160_1,Explain to TSA he's a chef.,1
12_161_1,Get out of line,10
12_162_1,Throw away the knife,2
12_163_1,Declare the knife.,1
12_164_1,Tell the truth to security.,1
12_165_1,tell security,1
12_166_1,throw it away,2
12_167_1,let them know about the mix up,1
12_168_1,Dump the knife in trash can.,2
12_169_1,tell security about the knife,1
12_170_1,Check it,4
12_171_1,ignore it,5
12_172_1,Carl could immediately tell the officers.,1
12_173_1,turn around and go throw it away,2
12_174_1,"Laugh, turn around, walk back to his car and leave the knife there.",9
12_175_1,Check the bag,4
12_176_1,tell security,1
12_177_1,Abandon the knife at the entrance to the security.,2
12_178_1,Immediately tell the TSA agent before they find it accidentally,1
12_179_1,hide the knife,11
12_180_1,Tell security.,1
12_181_1,Try to hide it in the airport and find it later,11
12_182_1,Carl can ask the airline if he can bring the knife.,1
12_183_1,throw the knife away,2
12_184_1,Admit to security that he has the knife in his posession.,1
12_185_1,ask an agent to check his knife on the plane ,4
12_186_1,Explain the situation to security.,1
12_187_1,Leave the knife at security,1
12_188_1,Get it put into his checked lugage.,4
12_190_1,Carl could attempt to just slide through security without saying anything,5
12_191_1,"Declare the knife to security, to see if the knife can be stored safely",1
12_192_1,Turn the knife over to security,15
12_193_1,tell security there is a knife in his bag,1
12_194_1,He could show it to the security,1
12_195_1,let security take it,15
12_196_1,drop the knife in a trash can,2
12_197_1,Carl could tell the airport staff,1
12_198_1,Quickly throw it away,2
12_199_1,Take the knife out of the bag.,1
12_200_1,He could try to go through security anyway.,5
12_201_1,Throw the knife in the trash.,2
12_202_1,explain the situation to security and ask what to do,1
12_203_1,go back to the car to leave the knife,9
12_204_1,explain to security that he is a chef and ask if it is permitted,1
12_205_1,Call a friend to come get the knife,7
12_206_1,Have his luggage checked at the baggage counter.,4
12_207_1,Step out of the security line. ,10
12_208_1,explain himself well,1
12_105_2,TELL THE SECURITY HE HAS IT,1
12_106_2,lie,13
12_107_2,take it back outside,9
12_108_2,call home,7
12_109_2,Tell the security staff honestly,1
12_110_2,Go through anyhow and if it gets notices leave it behind.,5
12_111_2,come clean,0
12_112_2,Try to get his checked bag back and put it in there,4
12_113_2,mail it home,3
12_114_2,Get some sort of document ready to show he's a chef,1
12_115_2,He will buy a new one.,0
12_116_2,Throw the knife away,2
12_117_2,Throw the knife away.,2
12_118_2,Let security know.,1
12_119_2,pretend he doesn't remember.,13
12_120_2,Explain that he is a chef to the security,1
12_121_2,ask them to hold it for him,14
12_122_2,turn it in to TSA,1
12_123_2,Go through security with the knife and hope it is not found,5
12_124_2,He could explain to the security why he has the knife.,1
12_125_2,He can toss the knife away,2
12_126_2,Try to sneak it in,5
12_127_2,explain the purpose of the knife,1
12_128_2,Mail it to himself,3
12_129_2,Go back and check the knife at the check-in kiosk.,4
12_130_2,Carl could keep the knife hidden and pray it isn't found,11
12_131_2,Leave the line and ask someone to pick up the knife (put it somewhere discreet),7
12_132_2,Go back and check his knife,4
12_133_2,throw it away,2
12_134_2,Explain the situation to security and have them take the knife,14
12_136_2,He can explain once they see it,1
12_137_2,Throw the knife away.,2
12_138_2,He could step out of line and stow it away somewhere.,10
12_139_2,Try to sneak it and through security by acting normal,5
12_140_2,ignore,5
12_141_2,Carl could see if the airport will rent out lockers that he can use to store the knife,8
12_142_2,Throw it away.,2
12_143_2,He can get out of line and see if he can get it put in to his luggage.,4
12_144_2,Give the knife to security ,15
12_145_2,check his bag instead of carry on,4
12_146_2,go throw it out,2
12_147_2,Call the person accompanying him and give it to him,7
12_148_2,Give them the knife,15
12_149_2,He can throw it away,2
12_150_2,take it anyway,5
12_152_2,tell security about it,1
12_154_2,try to get through with it,5
12_155_2,Throw it away,2
12_156_2,Threaten security with a good time with a knife in his hand,16
12_157_2,be upfront with security and tell them you forgot about the knife,1
12_158_2,standout ,1
12_159_2,Leave knife with airline personelle,14
12_160_2,Accept that he will lose his knife and move on,5
12_161_2,Talk to someone from security,1
12_162_2,Try to sneak the knife through the security,11
12_163_2,See if he can check it.,4
12_164_2,Throw the knife out and get a new one when he arrives in Chicago.,2
12_165_2,leave the knife behind,14
12_166_2,tell the security guard,1
12_167_2,try and hide it,11
12_168_2,Tell the security about the knife and his job.,1
12_169_2,try to leave the security area,10
12_170_2,Trash it,2
12_171_2,keep going,5
12_172_2,Carl could act like he didn't know when going through security.,13
12_173_2,ask if theres a way he can check it,4
12_174_2,Let security know of his mistake and face whatever comes next.,1
12_175_2,"Locate airport personnel, explain the situation",1
12_176_2,throw the knife away,2
12_177_2,To risk and leave the knife in his carry-on bag.,5
12_178_2,"get out of line, ask TSA if he can leave it and retrieve it on return",14
12_179_2,tell the TSA about the knife,1
12_180_2,Hope it's not found.,5
12_181_2,Throw it away,2
12_182_2,Carl can go back and check his bag.,4
12_183_2,decide to miss his flight,6
12_184_2,Explain to security his profession and why he has the knife.,1
12_185_2,apologize for his mistake,1
12_186_2,Put the knife in a locker to get it when he comes back.,8
12_187_2,Try to sneak it through,5
12_188_2,Call a friend to come and pickup his knife.,7
12_190_2,Carl could act surprised when security finds the knife,13
12_191_2,"Attempt to conceal the knife somehow, to avoid a hassle",11
12_192_2,Throw the knife in a garbage can,2
12_193_2,leave the line,10
12_194_2,He could go home and put it at his house,12
12_195_2,go put the knife in his car and miss the flight,9
12_196_2,keept it,5
12_197_2,Carl could throw the knife into a trash bin,2
12_198_2,Try to hide it and get it through security ,11
12_199_2,Throw the knife in the garbage.,2
12_200_2,He could call his friend and ask him to go get it.,7
12_201_2,Let security know about the knife.,1
12_202_2,throw the chef knife out,2
12_203_2,say nothing and hope they don't notice,5
12_204_2,ask security to dispose of it,15
12_205_2,Explain the situation to TSA and attempt to check the knife,4
12_206_2,Report that he has a knife.,1
12_207_2,Call someone he knows to come get it very quickly. ,7
12_208_2,Ask for the best way to go through ,1
12_105_3,PRETEND LIKE HE FORGOT IT,13
12_106_3,conceal,11
12_107_3,see if he can put it in his luggage,4
12_108_3,call to the airport,1
12_109_3,Give it to a friend,7
12_110_3,Let them know ahead of time he has the knife.,1
12_111_3,try to sneak the knife,11
12_112_3,Stay cool and try to get it past security,5
12_113_3,ask to take it,1
12_114_3,Don't say anything,5
12_115_3,Borrow someone else's knife.,0
12_116_3,Alert security of his mistake,1
12_117_3,Try to hide the knife and leave it in the bag.,11
12_118_3,Throw it away,2
12_119_3,leave the line and go check his bag.,4
12_120_3,Pretend that he was a vendor at the food festival and needed the knife,13
12_121_3,take it to his car,9
12_122_3,go back to his car and leave the knife in the car.,9
12_123_3,Tell the security personnel what happened when it is his turn to go through,1
12_124_3,He could throw the knife in the trash.,2
12_125_3,He can exit the line and go check his bag instead,4
12_126_3,Leave it outside and call a friend to get it,7
12_127_3,do nothing,5
12_128_3,Try to get on the plane,5
12_129_3,Try to sneak it through security.,11
12_130_3,Carl could play dumb,13
12_131_3,Give up the knife when security asks for it,15
12_132_3,Explain what happened to security and see how they react,1
12_133_3,keep it in there,14
12_134_3,Leave the line and put the knife in his car if he drove himself to the airport ,9
12_136_3,He can pretend it isn't his,13
12_137_3,Call a friend to come pick it up.,7
12_138_3,He could step out of line and throw it out.,2
12_139_3,Try to explain why he's got and hope they let him keep it,1
12_140_3,surrender,15
12_141_3,Carl could ditch the knife in the nearest trash receptacle,2
12_142_3,Not say anything unless security does. ,5
12_143_3,he can try to sneak it through the security line,11
12_144_3,Throw it away,2
12_145_3,try to sneak through,11
12_146_3,call a friend to come get it,7
12_147_3,Throw it away,2
12_148_3,Leave the line and remove the knife,10
12_149_3,Let the security know he accidentally brought the knife,1
12_150_3,give it to a friend to hand it back to the chef,7
12_152_3,turn the knife over for condiscation,15
12_154_3,explain the situation,1
12_155_3,Call a friend to pick it up,7
12_156_3,Tell the security he brought his chef knife with him for the festival,1
12_157_3,throw away the knife,2
12_158_3,kneel ,1
12_159_3,Call friend to pick up knife,7
12_160_3,Equip knife and try to threaten TSA that he will stab people if they tried to get it,16
12_161_3,Talk to someone in charge of the airline,1
12_162_3,Ask a friend to come to the airport and pick up his knife,7
12_163_3,Say nothing,5
12_164_3,Not mention it and hope it goes undetected.,5
12_165_3,do nothing,5
12_166_3,hide it in his luggage,11
12_167_3,avoid the metal detectors,11
12_168_3,Return home with knife.,12
12_169_3,say nothing and hope nothing happens,5
12_170_3,Ask a security guard what to do,1
12_171_3,throw it away,2
12_172_3,Carl could sneak it into someone elses bag.,17
12_173_3,give it to the security people,15
12_174_3,"Become unhinged at this very moment, thinking about the state of the world today, pull out the knife and begin to rant and yell. ",5
12_175_3,Remain in line hoping it will be overlooked,5
12_176_3,see if he doesnt get caught,5
12_177_3,To ask permission to move the knife in the hold baggage.,4
12_178_3,apologize and say good bye to the knife,1
12_179_3,call someone to pick up the knife,7
12_180_3,Try and hide it somewhere it won't be found in the airport.,11
12_181_3,Give it to someone else,17
12_182_3,Carl can toss the knife and take his carry-on bag.,2
12_183_3,hope they let his knife through,5
12_184_3,Try to conceal or hide the knife.,11
12_185_3,cry about losing his favorite knife,2
12_186_3,Talk to ticket agent to see if he can add it to his regular luggage. ,4
12_187_3,Mail it home if possible,3
12_188_3,Mail the knife to his destination.,3
12_190_3,Carl could alert security right away and explain the situation before he gets to the checkpoint,4
12_191_3,"Get out of line, take care of the knife, and catch a later flight",6
12_192_3,Slip the knife in the carry-on of another passenger,17
12_193_3,not say anything,5
12_194_3,He could throw it in the trash,2
12_195_3,call a friend to get the knife,7
12_196_3,submit it to the cops,15
12_197_3,Carl could try to take the knife on anyway,5
12_198_3,Leave the airport,10
12_199_3,Tell security about the knife upfront.,1
12_200_3,He could throw the knife in the trash.,2
12_201_3,Leave the knife where it is.,14
12_202_3,put the chef knife in someone else's luggage,17
12_203_3,tell the security that he has a knife and the reason,1
12_204_3,ask if there is a way to put it in his checked luggage,4
12_205_3,Throw the knife in the garbage,2
12_206_3,Turn the knife in at security.,15
12_207_3,Do nothing. ,5
12_208_3,Not look suspicious ,0
12_105_4,IGNORE IT,5
12_106_4,attack,16
12_107_4,throw it away,2
12_108_4,call the company,7
12_109_4,Give it to security to hold,14
12_110_4,Sneak it through somehow.,11
12_111_4,pretend its not his,13
12_112_4,Be open/tell security about it before it goes through the x-ray,1
12_113_4,rent locker,8
12_114_4,Tell security about the knife and ask them to check his bag,4
12_115_4,Forget about it and move on.,5
12_116_4,Do nothing,5
12_117_4,Try to hide the knife in the airport to pick up on the way back.,11
12_118_4,Cancel the flight.,6
12_119_4,wait until the screening and then inform the agent about the knife.,1
12_120_4,Ask if he can still check it,4
12_121_4,ask someone to take it home,7
12_122_4,put it with his other luggage,4
12_123_4,Turn around and put the knife in his car,9
12_124_4,He could discard the carry on.,2
12_125_4,He can exit the line and buy supplies to mail the knife back to himself,3
12_126_4,Ask security for an exception,1
12_127_4,step out of the line,10
12_128_4,Try to go through security,5
12_129_4,Act like he forgot about it if questioned.,13
12_130_4,Carl could put it in someone elses bag,17
12_131_4,Throw it in a trash can,2
12_132_4,Try to hide the knife so security won't see it,11
12_133_4,tell the baggerr,1
12_134_4,Miss his flight to take the knife home,12
12_136_4,He can not say anything,5
12_137_4,Leave the knife somewhere.,14
12_138_4,He could hope that the TSA doesn't notice and continue going through security.,5
12_139_4,Skip his flight and take the next one after putting the knife in his checked in luggage,4
12_140_4,throw it away,2
12_141_4,Carl could call a friend or family member to see if they'll take the knife for him,7
12_142_4,Call someone to come pick it up. ,7
12_143_4,he can give it to the attendant and they can maybe mail it to him in Chicago.,3
12_144_4,Hide it,11
12_145_4,tell the security it's there,1
12_146_4,visit security and explain the situation and see what he can do,1
12_147_4,Keep it somewhere secluded,11
12_148_4,Hope they don't find it,5
12_149_4,give it to a friend,7
12_150_4,call chef ask if you can borrow it,7
12_152_4,hide it in something on the street,11
12_154_4,don't get on the plane,10
12_155_4,Sell it to a stranger,0
12_156_4,Ignore it and act like it isn't there,5
12_157_4,hope security doesn't notice it,5
12_158_4,keep quiet ,5
12_159_4,Request exemption,1
12_160_4,hide knife in body,11
12_161_4,Wait and report what happened,1
12_162_4,Postpone his flight so he can go home and drop off his knife,12
12_163_4,Ask hypothetical questions,0
12_164_4,Reschedule his flight.,6
12_165_4,see what happens,5
12_166_4,hide it in his clothing,11
12_167_4,throw it away in the trash,2
12_168_4,Put knife into someone else's bag.,2
12_169_4,take out the knife and throw it away,2
12_170_4,Call a friend,7
12_171_4,ship it home,3
12_172_4,Carl could throw the knife away in the garbage.,2
12_173_4,call a friend to come get it,7
12_174_4,"Drop the bag on the ground where he stands and walk away, dazed and determined to leave his life behind.",2
