type,condition1,condition2,trialNo,target,stim1,stim2,stim3,stim4,stim5,stim6,key,ITI,presTime,ISI,presTimeS2,stimFormat,title,content,trialText,button1,feedbackIncorrect,feedbackTime,random,randomBlock,subjectGroup
test,impossible,scenario4,83,How morally wrong would it be for Liz to. . . renew her membership by blinking?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,impossible,scenario4,84,How morally wrong would it be for Liz to. . . turn her hat into a gym pass?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,immoral,scenario4,85,How morally wrong would it be for Liz to. . . take someone else's gym card?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,immoral,scenario4,86,How morally wrong would it be for Liz to. . . claim she left her wallet inside?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,immoral,scenario4,87,How morally wrong would it be for Liz to. . . sneak past the gym attendant?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,immoral,scenario4,88,How morally wrong would it be for Liz to. . . go in the back door without paying?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,improbable,scenario4,89,How morally wrong would it be for Liz to. . . learn the gym stopped checking IDs?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,improbable,scenario4,90,How morally wrong would it be for Liz to. . . receive a free lifetime membership?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,improbable,scenario4,91,How morally wrong would it be for Liz to. . . find a one-day pass in purse?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,improbable,scenario4,92,How morally wrong would it be for Liz to. . . discover the gym is free today?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,irrational,scenario4,93,How morally wrong would it be for Liz to. . . decide to never exercise again?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,irrational,scenario4,94,How morally wrong would it be for Liz to. . . try again in three minutes?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,irrational,scenario4,95,How morally wrong would it be for Liz to. . . complain in a foreign language?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
test,irrational,scenario4,96,How morally wrong would it be for Liz to. . . run back and forth across lobby?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,Mary is about to go to her final class of the day when she remembers that there a homework assignment that is due. Mary's mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,na,Continue,na,na,na,5,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Mary to do each thing?,Go to the next page to start seeing different proposals for what Mary could do.,na,na,na,na,na,5,2
test,possible,scenario5,97,How morally wrong would it be for Mary to. . . run home to get her homework?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,98,How morally wrong would it be for Mary to. . . bring in her homework tomorrow?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,99,How morally wrong would it be for Mary to. . . ask for an extra-credit assignment?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,100,How morally wrong would it be for Mary to. . . ask her mom what she should do?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,101,How morally wrong would it be for Mary to. . . explain what happened to her teacher?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,102,How morally wrong would it be for Mary to. . . quickly redo the homework assignment?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,103,How morally wrong would it be for Mary to. . . ask her mom to bring the homework?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,possible,scenario5,104,How morally wrong would it be for Mary to. . . have her parents call the teacher?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,impossible,scenario5,105,How morally wrong would it be for Mary to. . . have her homework teleported?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,impossible,scenario5,106,How morally wrong would it be for Mary to. . . remind herself yesterday evening?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,impossible,scenario5,107,How morally wrong would it be for Mary to. . . turn in several socks instead?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,impossible,scenario5,108,How morally wrong would it be for Mary to. . . erase the teacher's memory?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,immoral,scenario5,109,How morally wrong would it be for Mary to. . . quickly copy someone's homework?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,immoral,scenario5,110,How morally wrong would it be for Mary to. . . put her name on a friend's homework?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,immoral,scenario5,111,How morally wrong would it be for Mary to. . . forge an excuse note?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,immoral,scenario5,112,How morally wrong would it be for Mary to. . . lie about being sick to go home?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,improbable,scenario5,113,How morally wrong would it be for Mary to. . . discover her teacher is absent?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,improbable,scenario5,114,How morally wrong would it be for Mary to. . . learn school is canceled today?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,improbable,scenario5,115,How morally wrong would it be for Mary to. . . remember she has an extra copy?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,improbable,scenario5,116,How morally wrong would it be for Mary to. . . be given an A by mistake?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,irrational,scenario5,117,How morally wrong would it be for Mary to. . . ask her mom to FedEx the homework?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,irrational,scenario5,118,How morally wrong would it be for Mary to. . . look under the lunchroom tables?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,irrational,scenario5,119,How morally wrong would it be for Mary to. . . turn in a completely blank page?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
test,irrational,scenario5,120,How morally wrong would it be for Mary to. . . turn in last week's homework again?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Brad and some friends are hiking through the mountains in the Canadian wilderness. A couple of days into their hike, Brad realizes that they are lost. He knows that a rescue crew could arrive before long, but it is extremely cold and they don't have much food or water left.",na,Continue,na,na,na,6,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How morally wrong would it be for Brad to do each thing?,Go to the next page to start seeing different proposals for what Brad could do.,na,na,na,na,na,6,2
test,possible,scenario6,121,How morally wrong would it be for Brad to. . . stay put and wait for help?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,122,How morally wrong would it be for Brad to. . . follow a river out of the wilderness?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,123,How morally wrong would it be for Brad to. . . alert rescuers with emergency flares?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,124,How morally wrong would it be for Brad to. . . find a river for fresh water and fish?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,125,How morally wrong would it be for Brad to. . . get more food by hunting and fishing?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,126,How morally wrong would it be for Brad to. . . build a large fire to alert rescuers?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,127,How morally wrong would it be for Brad to. . . create a shelter to stay warm?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,possible,scenario6,128,How morally wrong would it be for Brad to. . . be found by the rescue crew?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,impossible,scenario6,129,How morally wrong would it be for Brad to. . . use his mind to keep everyone warm?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,impossible,scenario6,130,How morally wrong would it be for Brad to. . . make new jackets from pine trees?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,impossible,scenario6,131,How morally wrong would it be for Brad to. . . alert airplanes overhead  by yelling?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,impossible,scenario6,132,How morally wrong would it be for Brad to. . . grind up rocks for food and water?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,immoral,scenario6,133,How morally wrong would it be for Brad to. . . secretly take his friends' food?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,immoral,scenario6,134,How morally wrong would it be for Brad to. . . leave the weakest people behind?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,immoral,scenario6,135,How morally wrong would it be for Brad to. . . rob other hikers they meet?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,immoral,scenario6,136,How morally wrong would it be for Brad to. . . kill his friend's pet dog for food?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,improbable,scenario6,137,How morally wrong would it be for Brad to. . . find thermal vent to keep warm?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,improbable,scenario6,138,How morally wrong would it be for Brad to. . . find stream showing the path out?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,improbable,scenario6,139,How morally wrong would it be for Brad to. . . meet a former expedition guide?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,improbable,scenario6,140,How morally wrong would it be for Brad to. . . find an abandoned bear cave?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,irrational,scenario6,141,How morally wrong would it be for Brad to. . . go hunting for water buffalo?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,irrational,scenario6,142,How morally wrong would it be for Brad to. . . eat random berries and leaves?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,irrational,scenario6,143,How morally wrong would it be for Brad to. . . each venture off independently?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
test,irrational,scenario6,144,How morally wrong would it be for Brad to. . . eat all their food immediately?,Totally morally fine,Somewhat morally fine,In between,Somewhat morally wrong,Totally morally wrong,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,2
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Instructions,"In this study, we'd like you to make judgments about how irrational it would be for someone would do something. First we'll tell you about the situation.",na,na,na,na,na,na,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Heinzs wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They do not have the money needed to purchase the expensive prescription medication, but they know that it is vital for her to have it if she is going to recover.",na,Continue,na,na,na,1,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Heniz to do each thing?,Go to the next page to start seeing different proposals for what Heinz could do.,na,na,na,na,na,1,3
test,possible,scenario1,1,How irrational would it be for Heinz to. . . sell some of his stocks or bonds?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,2,How irrational would it be for Heinz to. . . use a generic medication instead?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,3,How irrational would it be for Heinz to. . . buy a different insurance plan?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,4,How irrational would it be for Heinz to. . . enroll in federal healthcare?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,5,How irrational would it be for Heinz to. . . borrow the money from a bank?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,6,How irrational would it be for Heinz to. . . be given the money by a friend?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,7,How irrational would it be for Heinz to. . . loan the money from his family?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,possible,scenario1,8,How irrational would it be for Heinz to. . . sell an extra car for the money?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,impossible,scenario1,9,How irrational would it be for Heinz to. . . be given the money by a turtle?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,impossible,scenario1,10,How irrational would it be for Heinz to. . . make the money time traveling?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,impossible,scenario1,11,How irrational would it be for Heinz to. . . grow the money on a tree?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,impossible,scenario1,12,How irrational would it be for Heinz to. . . get the money by clapping?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,immoral,scenario1,13,How irrational would it be for Heinz to. . . steal the money from his work?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,immoral,scenario1,14,How irrational would it be for Heinz to. . . blackmail someone for the money?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,immoral,scenario1,15,How irrational would it be for Heinz to. . . commit credit card fraud?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,immoral,scenario1,16,How irrational would it be for Heinz to. . . get the medicine by stealing?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,improbable,scenario1,17,How irrational would it be for Heinz to. . . be  given the medicine by  a doctor?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,improbable,scenario1,18,How irrational would it be for Heinz to. . . inherit money from a close relative?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,improbable,scenario1,19,How irrational would it be for Heinz to. . . receive the money from a stranger?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,improbable,scenario1,20,How irrational would it be for Heinz to. . . discover a cheap new medicine?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,irrational,scenario1,21,How irrational would it be for Heinz to. . . sell his own medication?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,irrational,scenario1,22,How irrational would it be for Heinz to. . . sell all his clothes for money?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,irrational,scenario1,23,How irrational would it be for Heinz to. . . go on strike until wages increase?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
test,irrational,scenario1,24,How irrational would it be for Heinz to. . . try random other medicines?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,1,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Josh is on the way to the airport to catch a flight for a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.",na,Continue,na,na,na,2,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Josh to do each thing?,Go to the next page to start seeing different proposals for what Josh could do.,na,na,na,na,na,2,3
test,possible,scenario2,25,How morally wrong would it be for Josh to. . . reschedule for a later flight?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,26,How irrational would it be for Josh to. . . ask the gas station clerk for help?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,27,How irrational would it be for Josh to. . . take the public bus there?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,28,How irrational would it be for Josh to. . . request aiport shuttle pickup?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,29,How irrational would it be for Josh to. . . ask a relative to pick him up?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,30,How irrational would it be for Josh to. . . hail a taxi at the intersection?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,31,How irrational would it be for Josh to. . . call a friend for a ride?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,possible,scenario2,32,How irrational would it be for Josh to. . . take public transportation?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,impossible,scenario2,33,How irrational would it be for Josh to. . . get a new car by thinking?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,impossible,scenario2,34,How irrational would it be for Josh to. . . ride a cat to the airport?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,impossible,scenario2,35,How irrational would it be for Josh to. . . teleport himself to the airport?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,impossible,scenario2,36,How irrational would it be for Josh to. . . levitate and fly to the airport?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,immoral,scenario2,37,How irrational would it be for Josh to. . . steal another person's car?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,immoral,scenario2,38,How irrational would it be for Josh to. . . take a taxi without paying?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,immoral,scenario2,39,How irrational would it be for Josh to. . . take another driver hostage?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,immoral,scenario2,40,How irrational would it be for Josh to. . . sneak onto public transportation?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,improbable,scenario2,41,How irrational would it be for Josh to. . . beckon a friend passing by?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,improbable,scenario2,42,How irrational would it be for Josh to. . . convince airport to delay flight?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,improbable,scenario2,43,How irrational would it be for Josh to. . . get a stranger to drive him?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,improbable,scenario2,44,How irrational would it be for Josh to. . . arrange for a private plane?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,irrational,scenario2,45,How irrational would it be for Josh to. . . book a flight for next year?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,irrational,scenario2,46,How irrational would it be for Josh to. . . sell car for ride to airport?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,irrational,scenario2,47,How irrational would it be for Josh to. . . pay 1000 dollars for a ride?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
test,irrational,scenario2,48,How irrational would it be for Josh to. . . try to run there in time?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,2,3
