Progress,Duration (in seconds),Finished,ResponseId,S1_1_1,S2-1_1,S3-1_1,S4-1_1,S5-1_1,S6-1_1,S7-1_1,S8-1_1,S9-1_1,S10-1_1,S11-1_1,S12-1_1,S13-1_1,S14-1_1,S15-1_1,S16-1_1,S17-1_1,S18-1_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,502,1,R_Df1OvWu4XoOJ3RD,61,72,31,48,,29,71,,,,56,75,,57,,39,62,48,,36,2,5,,2,7,start a fundraiser,demand that the airline delays the flight,sell one of his kidneys,borrow someone's phone,,throw away all of the food,steal someone else's ticket,,,,call emergency services,store the knife in an airport locker,,check in on his father daily,,yell at Todd for getting stuck,leave the store unattended,steal his dogs for extra speed
100,384,1,R_3EmwzjdOZ9iQJUK,47,,99,0,52,,,60,65,0,82,0,9,,0,,,100,,44,1,5,,5,6,search for the medication on the black market,,stage a robbery,renew her membership,quickly try to redo the assignment,,,keep an eye on him,honk at the driver until they pull over,refuse to drive her,light a fire under the car,store the knife in an airport locker,steal someone else’s ring,,request supplies to be airdropped,,,steal his dogs for extra speed
100,253,1,R_1IMKh3AtomtXAPK,37,22,62,,12,,74,60,,65,99,,95,,74,60,55,,,27,2,5,,5,7,switch insurance plans,steal a passing driver's car,explain the situation to his boss,,call her mom,,pretend they are conjoined twins,wave to the parents,,steal whatever she has on her,light a fire under the car,,borrow their mom’s wedding ring,,sell all the food to the highest bidder,leave Todd to save herself,call his lawyer,
100,597,1,R_1ODzB1oNevY2VqP,,29,19,,81,7,,86,,83,72,86,14,,81,13,,79,,71,2,5,,3,4,,take a public bus,sell one of his kidneys,,quickly try to redo the assignment,huddle to conserve energy,,make cat noises at him until he leaves,,call her a cab,ask to use the mall's loudspeaker,take a train instead,call the taxi company,,sell all the food to the highest bidder,hike until she finds cell service,,carry her competitor on her sled
100,292,1,R_3ivZxliwrO9IgTP,,0,65,0,,0,,9,4,0,0,,0,3,8,13,,,,55,2,3,,8,3,,demand that the airline delays the flight,stage a robbery,crawl past the front desk,,search for a water source,,ask the parents if they know him,honk at the driver until they pull over,yell in gibberish until she leaves,pour water on the car to cool it,,blame it on the maid of honor,move into his father’s apartment,organize a fishing crew,get her arm stuck in solidarity,,
100,429,1,R_3EXfhcZ6q2tsh4G,71,,71,,91,71,29,72,,75,,,29,,71,70,80,83,,34,1,5,,5,9,go on strike for better wages,,overcharge the next customers,,copy a friend's assignment,boost morale with a three-legged race,teleport into the concert,make cat noises at him until he leaves,,yell in gibberish until she leaves,,,run away,,organize a fishing crew,get her arm stuck in solidarity,ask a friend to take over,hide him in the snow
100,623,1,R_3fBK1QaVgGmGEPr,,65,15,,100,35,,,100,95,45,100,,,100,10,28,91,,24,1,1,,4,6,,take a public bus,sell one of his kidneys,,copy a friend's assignment,huddle to conserve energy,,,ram into the car,refuse to drive her,pour water on the car to cool it,threaten security with the knife,,,serve engine fuel to the passengers,yell at Todd for getting stuck,tell his lawyer that he’s sick,hide him in the snow
100,511,1,R_Z9VbxMhs4Bki41z,,25,,,,10,90,90,70,30,0,100,30,10,,80,100,,,50,2,5,,5,8,,try to convince a passing driver to trade cars,,,,steal all of the food and water,try to buy a ticket off another person,read his mind,ram into the car,call her a cab,slash the tires,threaten security with the knife,steal someone else’s ring,get another job,,leave Todd to save herself,leave the store unattended,
100,937,1,R_3G2E2sy3B8mjXTP,0,,20,,20,,,70,,10,,70,10,70,0,0,100,90,,36,2,2,,5,7,start a fundraiser,,get an advance payday loan,,bring in the assignment the next day,,,wave to the parents,,call her a cab,,ask to check the knife,blame it on the maid of honor,get another job,request supplies to be airdropped,give Todd her water,leave the store unattended,leave her dogs with him
100,387,1,R_C2NOLYe0ePjj8Up,10,90,60,35,30,80,85,,20,,,40,,100,,5,,65,,33,1,5,,5,8,take out a loan,reschedule for a later flight,explain the situation to his boss,lie that she left her card inside,lie that her house burnt down,huddle to conserve energy,steal someone else's ticket,,pull over and call 911,,,pretend the knife is part of a hip replacement,,abandon his father,,give Todd her water,,carry her competitor on her sled
100,389,1,R_3fZa5ZoVehSVRlI,,,,15,,23,,100,100,16,100,19,67,100,100,,100,100,,40,1,5,,5,8,,,,borrow someone's phone,,huddle to conserve energy,,read his mind,honk an angry message in Morse code,turn invisible,light a fire under the car,take a train instead,tell his sister as soon as possible,pitch his situation to a reality TV network,serve engine fuel to the passengers,,lock up the store,steal his dogs for extra speed
100,531,1,R_3HjJB2hSojwpHYL,68,,,12,80,,12,,86,,96,87,16,30,,26,17,19,,51,2,5,,4,9,switch insurance plans,,,crawl past the front desk,call her mom,,go without Ted,,pull over and call 911,,light a fire under the car,hide the knife in someone else's bag,steal someone else’s ring,move into his father’s apartment,,get her arm stuck in solidarity,call his lawyer,finish the race
100,508,1,R_3iJ7Dk1fBWfjAoJ,0,100,,0,0,,3,,0,92,0,100,,0,,,0,2,,51,1,1,,2,8,start a fundraiser,try to convince a passing driver to trade cars,,borrow someone's phone,call her mom,,give her ticket to Ted,,honk an angry message in Morse code,take her to his house but no further,slash the tires,hide the knife in someone else's bag,,pitch his situation to a reality TV network,,,tell his lawyer that he’s sick,carry her competitor on her sled
100,1137,1,R_2TH9bScSxBw22SZ,69,,69,73,81,100,83,,,,74,,63,70,75,33,,79,,40,2,5,,6,5,switch insurance plans,,pay the money from his own wallet,pull the fire alarm,copy a friend's assignment,boost morale with a three-legged race,give her ticket to Ted,,,,call emergency services,,call the taxi company,abandon his father,ration their food,give Todd her water,,leave her dogs with him
100,406,1,R_3qx90Un0mbysopj,0,0,,,100,,40,51,0,0,,,0,100,70,,0,70,,29,1,5,,2,6,search for the medication on the black market,steal a passing driver's car,,,hypnotize the teacher,,teleport into the concert,tackle him and hold him down,honk an angry message in Morse code,yell in gibberish until she leaves,,,run away,buy his father a tent,sell all the food to the highest bidder,,call his lawyer,steal his dogs for extra speed
100,1248,1,R_3lSTMpg8BcYfODq,66,99,,23,100,19,100,,,95,,100,,,60,100,100,81,,24,2,1,,5,6,switch insurance plans,call a taxi,,pay for a day-pass to the gym,copy a friend's assignment,collect wood to start a fire,teleport into the concert,,,turn invisible,,threaten security with the knife,,,organize a fishing crew,hike until she finds cell service,leave the store unattended,call for help
100,389,1,R_0vwuuzvUKbL6jT3,0,66,0,,,,0,,0,100,0,100,0,0,100,0,,,,37,1,2,,5,8,go on strike for better wages,try to convince a passing driver to trade cars,overcharge the next customers,,,,go without Ted,,take a detour at the next exit,turn invisible,slash the tires,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,throw disobedient passengers off the boat,yell at Todd for getting stuck,,
100,477,1,R_2XpPcshMw0KnlQU,,90,12,10,,8,80,,2,40,25,90,,,20,98,100,,,53,2,5,,4,6,,reschedule for a later flight,stage a robbery,pay for a day-pass to the gym,,throw away all of the food,try to buy a ticket off another person,,pull over and call 911,take her to his house but no further,ask to use the mall's loudspeaker,ask to check the knife,,,ration their food,get her arm stuck in solidarity,stage a break-in at the store,
100,297,1,R_1mkgRf5YELjvCYL,,11,2,3,24,6,90,74,24,78,2,,,75,41,,,,,69,1,5,,2,7,,call a taxi,sell one of his kidneys,renew her membership,quickly try to redo the assignment,steal all of the food and water,give her ticket to Ted,keep an eye on him,tailgate the car,refuse to drive her,pour water on the car to cool it,,,buy his father a tent,organize a fishing crew,,,
100,1196,1,R_2Sxy1wqpTOPj9n6,,30,85,50,,0,75,,,,,80,30,0,0,30,80,35,,52,1,5,,6,8,,try to convince a passing driver to trade cars,overcharge the next customers,lie that she left her card inside,,steal all of the food and water,go without Ted,,,,,pretend the knife is part of a hip replacement,run away,pitch his situation to a reality TV network,throw disobedient passengers off the boat,hike until she finds cell service,ask a friend to take over,leave her dogs with him
100,413,1,R_p02LKSI24kmgNi1,,,,,0,0,20,0,0,51,,0,0,100,0,98,0,,,74,2,5,,5,4,,,,,quickly try to redo the assignment,search for a water source,try to buy a ticket off another person,ask the parents if they know him,take a detour at the next exit,steal whatever she has on her,,take a train instead,steal someone else’s ring,abandon his father,request supplies to be airdropped,saw Todd’s arm off,call his lawyer,
100,1838,1,R_2pWeAO5YzWBtLjD,35,,20,32,76,28,,70,,70,,70,30,,,70,30,20,,29,1,5,,5,5,start a fundraiser,,sell one of his kidneys,crawl past the front desk,lie that her house burnt down,boost morale with a three-legged race,,ask the parents if they know him,,take her to his house but no further,,pretend the knife is part of a hip replacement,run away,,,leave Todd to save herself,tell his lawyer that he’s sick,finish the race
100,392,1,R_3IYQJ1NuPHlzapz,25,0,2,3,32,26,94,79,,,0,,,,,9,69,23,,45,1,5,,4,5,go on strike for better wages,take a public bus,explain the situation to his boss,renew her membership,bring in the assignment the next day,huddle to conserve energy,pretend they are conjoined twins,read his mind,,,check that the doors are locked,,,,,hike until she finds cell service,lock up the store,call for help
100,422,1,R_2zGAMIli42VmTcp,2,0,9,,99,13,77,11,50,,,66,12,,,36,,0,,39,1,5,,4,6,commit credit card fraud,demand that the airline delays the flight,pay the money from his own wallet,,bring in the assignment the next day,collect wood to start a fire,teleport into the concert,make cat noises at him until he leaves,tailgate the car,,,store the knife in an airport locker,tell his sister as soon as possible,,,saw Todd’s arm off,,hide him in the snow
100,350,1,R_3m4gzqs7V5Kf3NI,0,5,,0,0,,,85,,0,40,0,5,0,60,,0,,,49,2,5,,5,7,switch insurance plans,take a public bus,,lie that she left her card inside,hypnotize the teacher,,,read his mind,,refuse to drive her,slash the tires,take a train instead,borrow their mom’s wedding ring,get another job,sell all the food to the highest bidder,,tell his lawyer that he’s sick,
100,1914,1,R_3HHMzXDoDV6fOPu,,,8,60,,20,54,,66,78,,71,34,,100,0,97,39,,36,2,5,,4,8,,,pay the money from his own wallet,lie that she left her card inside,,boost morale with a three-legged race,go without Ted,,honk at the driver until they pull over,refuse to drive her,,store the knife in an airport locker,call the taxi company,,serve engine fuel to the passengers,give Todd her water,ask a friend to take over,finish the race
100,713,1,R_2zdR81UCckltUbb,,85,0,0,,0,100,100,,20,0,,0,,70,60,,80,,82,1,3,,4,5,,call a taxi,pay the money from his own wallet,crawl past the front desk,,search for a water source,give her ticket to Ted,ask the parents if they know him,,refuse to drive her,call emergency services,,run away,,throw disobedient passengers off the boat,get her arm stuck in solidarity,,call for help
100,442,1,R_3g0Nc67TTGHmy5H,0,90,5,0,,,,,10,0,0,0,35,80,100,,,0,,44,1,2,,4,7,start a fundraiser,steal a passing driver's car,get an advance payday loan,renew her membership,,,,,pull over and call 911,call her a cab,call emergency services,ask to check the knife,blame it on the maid of honor,buy his father a tent,serve engine fuel to the passengers,,,finish the race
100,558,1,R_2fiCvT3DJaZNjtW,75,,14,97,96,96,,30,,,8,92,19,15,,97,,65,,66,2,2,,6,5,commit credit card fraud,,explain the situation to his boss,pull the fire alarm,lie that her house burnt down,boost morale with a three-legged race,,tackle him and hold him down,,,check that the doors are locked,hide the knife in someone else's bag,borrow their mom’s wedding ring,pitch his situation to a reality TV network,,saw Todd’s arm off,,hide him in the snow
100,804,1,R_qXkjbf0A4KmH2Ol,100,,0,51,0,50,,100,,,0,100,0,50,0,100,,,,30,2,6,biracial,4,7,take out a loan,,pay the money from his own wallet,pay for a day-pass to the gym,call her mom,throw away all of the food,,wave to the parents,,,slash the tires,store the knife in an airport locker,call the taxi company,move into his father’s apartment,throw disobedient passengers off the boat,saw Todd’s arm off,,
100,336,1,R_1dGOZVZoSYPtOcP,64,78,50,,,,39,74,35,69,24,,40,43,,,74,72,,34,2,5,,5,8,commit credit card fraud,call a taxi,pay the money from his own wallet,,,,teleport into the concert,tackle him and hold him down,honk at the driver until they pull over,take her to his house but no further,ask to use the mall's loudspeaker,,borrow their mom’s wedding ring,get another job,,,leave the store unattended,steal his dogs for extra speed
100,338,1,R_3Phs9b6hRyaeu8b,,80,,,,,30,,100,80,0,80,45,100,35,0,100,80,,48,2,5,,4,7,,demand that the airline delays the flight,,,,,go without Ted,,ram into the car,steal whatever she has on her,pour water on the car to cool it,hide the knife in someone else's bag,steal someone else’s ring,abandon his father,organize a fishing crew,yell at Todd for getting stuck,lock up the store,carry her competitor on her sled
100,345,1,R_1r6PDqp4BSClPJV,90,,0,0,0,0,100,100,,100,,100,0,,,,0,100,,38,1,5,,6,4,search for the medication on the black market,,sell one of his kidneys,pay for a day-pass to the gym,bring in the assignment the next day,collect wood to start a fire,pretend they are conjoined twins,make cat noises at him until he leaves,,turn invisible,,pretend the knife is part of a hip replacement,blame it on the maid of honor,,,,call his lawyer,call for help
100,416,1,R_3iQ3RD7NkSS0K5c,,66,14,11,6,4,80,,61,,13,,,18,36,18,3,,,44,2,5,,2,8,,reschedule for a later flight,sell one of his kidneys,pull the fire alarm,hypnotize the teacher,collect wood to start a fire,try to buy a ticket off another person,,tailgate the car,,call emergency services,,,check in on his father daily,ration their food,hike until she finds cell service,tell his lawyer that he’s sick,
100,350,1,R_1GThHRO9ilEepaB,20,21,,,,35,,,35,62,57,26,26,28,26,,85,25,,64,1,5,,8,2,switch insurance plans,take a public bus,,,,steal all of the food and water,,,ram into the car,yell in gibberish until she leaves,light a fire under the car,ask to check the knife,run away,buy his father a tent,ration their food,,stage a break-in at the store,leave her dogs with him
100,117,1,R_2bOyjTUNgmvHmeD,68,73,42,25,,67,75,,80,37,35,60,,,80,,,82,,31,1,1,,6,6,go on strike for better wages,steal a passing driver's car,get an advance payday loan,crawl past the front desk,,boost morale with a three-legged race,go without Ted,,take a detour at the next exit,turn invisible,ask to use the mall's loudspeaker,hide the knife in someone else's bag,,,request supplies to be airdropped,,,leave her dogs with him
100,602,1,R_2b1O6nRKo8N0nah,,12,,21,17,37,83,69,,28,76,69,,,79,,39,23,,33,2,5,,6,4,,call a taxi,,lie that she left her card inside,bring in the assignment the next day,search for a water source,steal someone else's ticket,keep an eye on him,,turn invisible,light a fire under the car,pretend the knife is part of a hip replacement,,,serve engine fuel to the passengers,,ask a friend to take over,call for help
100,472,1,R_1mlQtRH8sqHSCtU,81,,0,,,100,91,,70,100,80,80,10,,,90,100,80,,41,2,4,,2,6,search for the medication on the black market,,overcharge the next customers,,,steal all of the food and water,try to buy a ticket off another person,,ram into the car,refuse to drive her,ask to use the mall's loudspeaker,ask to check the knife,call the taxi company,,,leave Todd to save herself,leave the store unattended,finish the race
100,519,1,R_3KolEHuh5wQp5co,,0,,0,,0,,,0,10,100,,20,0,0,60,100,100,,34,2,2,,4,8,,steal a passing driver's car,,borrow someone's phone,,throw away all of the food,,,take a detour at the next exit,steal whatever she has on her,light a fire under the car,,borrow their mom’s wedding ring,move into his father’s apartment,request supplies to be airdropped,leave Todd to save herself,lock up the store,steal his dogs for extra speed
100,242,1,R_pRfAy2LKHfbnDJD,,0,77,92,,,74,49,,0,14,0,15,9,,,100,49,,40,2,5,,5,8,,try to convince a passing driver to trade cars,overcharge the next customers,pull the fire alarm,,,steal someone else's ticket,keep an eye on him,,yell in gibberish until she leaves,check that the doors are locked,ask to check the knife,tell his sister as soon as possible,check in on his father daily,,,stage a break-in at the store,call for help
100,325,1,R_elm73D7fn24M9DH,15,,,,95,65,10,10,5,30,25,,,10,15,60,,30,,38,2,5,,5,6,take out a loan,,,,copy a friend's assignment,collect wood to start a fire,try to buy a ticket off another person,ask the parents if they know him,pull over and call 911,take her to his house but no further,pour water on the car to cool it,,,move into his father’s apartment,organize a fishing crew,saw Todd’s arm off,,finish the race
100,289,1,R_3CTwCkkFv8ctJXK,,,22,,81,5,,69,0,,8,81,13,82,100,34,100,,,42,2,5,,6,4,,,pay the money from his own wallet,,quickly try to redo the assignment,boost morale with a three-legged race,,tackle him and hold him down,pull over and call 911,,check that the doors are locked,store the knife in an airport locker,blame it on the maid of honor,abandon his father,serve engine fuel to the passengers,yell at Todd for getting stuck,ask a friend to take over,
100,447,1,R_1CrNzVAfN4Lc0uU,0,,60,0,0,,75,95,0,,0,,0,,,0,0,0,,57,2,5,,4,7,start a fundraiser,,explain the situation to his boss,pull the fire alarm,lie that her house burnt down,,give her ticket to Ted,wave to the parents,honk an angry message in Morse code,,slash the tires,,steal someone else’s ring,,,give Todd her water,call his lawyer,carry her competitor on her sled
100,405,1,R_2SJ3H4si7St7KpU,0,0,0,0,100,0,,,0,,,100,100,,100,0,100,,,38,1,5,,2,8,search for the medication on the black market,demand that the airline delays the flight,sell one of his kidneys,lie that she left her card inside,lie that her house burnt down,steal all of the food and water,,,tailgate the car,,,threaten security with the knife,steal someone else’s ring,,sell all the food to the highest bidder,hike until she finds cell service,leave the store unattended,
100,313,1,R_30qnrZZkjUSItSc,83,100,25,39,20,,,,,,100,7,45,0,95,,100,36,,63,2,5,,2,8,search for the medication on the black market,reschedule for a later flight,pay the money from his own wallet,pay for a day-pass to the gym,call her mom,,,,,,slash the tires,take a train instead,call the taxi company,get another job,sell all the food to the highest bidder,,lock up the store,call for help
100,2264,1,R_1lczGAlZQl8fOti,84,,,88,,26,68,58,75,72,,85,70,,,80,79,25,,49,2,5,,5,1,take out a loan,,,pull the fire alarm,,collect wood to start a fire,pretend they are conjoined twins,wave to the parents,ram into the car,call her a cab,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,,give Todd her water,stage a break-in at the store,hide him in the snow
100,1160,1,R_OO6IBPOqGqZPOWR,100,80,100,100,,100,100,100,100,100,,,,,,100,100,0,,30,2,1,,5,5,switch insurance plans,try to convince a passing driver to trade cars,stage a robbery,borrow someone's phone,,search for a water source,give her ticket to Ted,make cat noises at him until he leaves,honk at the driver until they pull over,steal whatever she has on her,,,,,,give Todd her water,stage a break-in at the store,finish the race
100,453,1,R_XGwiOrUu0uEFSOl,44,85,,0,42,,6,57,,90,,,20,99,,61,5,18,,50,2,5,,5,5,commit credit card fraud,call a taxi,,crawl past the front desk,copy a friend's assignment,,go without Ted,make cat noises at him until he leaves,,steal whatever she has on her,,,tell his sister as soon as possible,abandon his father,,leave Todd to save herself,tell his lawyer that he’s sick,leave her dogs with him
100,443,1,R_3PhjOlqazAItklo,,67,0,,,100,20,6,76,0,10,,80,100,8,0,,,,26,2,2,,2,8,,try to convince a passing driver to trade cars,explain the situation to his boss,,,throw away all of the food,give her ticket to Ted,ask the parents if they know him,tailgate the car,call her a cab,ask to use the mall's loudspeaker,,borrow their mom’s wedding ring,buy his father a tent,ration their food,give Todd her water,,
100,684,1,R_12SfVFJfBNjQpBk,,76,0,20,100,0,30,86,,0,,91,,5,15,22,,,,31,2,5,,3,7,,reschedule for a later flight,get an advance payday loan,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,go without Ted,ask the parents if they know him,,take her to his house but no further,,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,get her arm stuck in solidarity,,
100,214,1,R_2qk23tRFlSxCSIS,,,18,53,10,5,6,5,,3,,,4,10,100,71,37,,,35,1,5,,6,5,,,explain the situation to his boss,pull the fire alarm,bring in the assignment the next day,boost morale with a three-legged race,go without Ted,wave to the parents,,turn invisible,,,call the taxi company,pitch his situation to a reality TV network,serve engine fuel to the passengers,get her arm stuck in solidarity,lock up the store,
100,409,1,R_3nuAliFQCjca9Qx,30,,,5,55,20,75,20,30,70,,40,,,,50,70,40,,29,1,5,,8,6,take out a loan,,,pay for a day-pass to the gym,hypnotize the teacher,throw away all of the food,pretend they are conjoined twins,keep an eye on him,honk an angry message in Morse code,refuse to drive her,,pretend the knife is part of a hip replacement,,,,get her arm stuck in solidarity,leave the store unattended,call for help
100,366,1,R_ulU62nYAWEPMpgd,,,,0,,20,40,70,,70,80,80,,55,95,100,10,90,,26,1,5,,4,9,,,,lie that she left her card inside,,steal all of the food and water,steal someone else's ticket,read his mind,,yell in gibberish until she leaves,call emergency services,pretend the knife is part of a hip replacement,,get another job,sell all the food to the highest bidder,saw Todd’s arm off,tell his lawyer that he’s sick,steal his dogs for extra speed
100,403,1,R_2XhXDRYfjfE22aV,0,0,0,0,0,100,,,100,,0,,0,100,100,0,,,,38,2,6,Asian/Caucasian,5,6,switch insurance plans,demand that the airline delays the flight,overcharge the next customers,crawl past the front desk,call her mom,huddle to conserve energy,,,ram into the car,,call emergency services,,run away,abandon his father,throw disobedient passengers off the boat,give Todd her water,,
100,265,1,R_55UnL3V7QosTGCt,64,57,,11,,85,78,82,20,,34,76,19,,23,,,45,,64,1,5,,6,7,go on strike for better wages,reschedule for a later flight,,borrow someone's phone,,search for a water source,give her ticket to Ted,tackle him and hold him down,pull over and call 911,,light a fire under the car,hide the knife in someone else's bag,steal someone else’s ring,,request supplies to be airdropped,,,call for help
100,413,1,R_1ffjeZTZ9CJWvhS,,100,0,,50,50,50,51,,100,,100,,51,50,50,50,,,43,1,5,,5,10,,take a public bus,stage a robbery,,lie that her house burnt down,steal all of the food and water,teleport into the concert,read his mind,,refuse to drive her,,threaten security with the knife,,check in on his father daily,ration their food,yell at Todd for getting stuck,lock up the store,
100,1156,1,R_3s5LWyYEnnAuYx5,19,,0,0,80,,40,8,,,,100,,0,0,77,0,10,,43,2,1,,4,8,go on strike for better wages,,sell one of his kidneys,renew her membership,copy a friend's assignment,,pretend they are conjoined twins,make cat noises at him until he leaves,,,,threaten security with the knife,,check in on his father daily,request supplies to be airdropped,leave Todd to save herself,tell his lawyer that he’s sick,carry her competitor on her sled
100,574,1,R_27IFaR05eIO8W2B,56,,,10,16,100,100,84,30,0,,93,,,,8,100,100,,54,2,5,,3,6,switch insurance plans,,,lie that she left her card inside,quickly try to redo the assignment,huddle to conserve energy,steal someone else's ticket,tackle him and hold him down,honk an angry message in Morse code,call her a cab,,store the knife in an airport locker,,,,hike until she finds cell service,stage a break-in at the store,hide him in the snow
100,528,1,R_3F35Fhr8jPxZIu1,67,28,9,20,40,,20,,91,91,0,,0,,,,0,40,,53,1,5,,5,4,switch insurance plans,try to convince a passing driver to trade cars,overcharge the next customers,crawl past the front desk,hypnotize the teacher,,teleport into the concert,,take a detour at the next exit,steal whatever she has on her,pour water on the car to cool it,,tell his sister as soon as possible,,,,call his lawyer,steal his dogs for extra speed
100,422,1,R_24020ogevpXg25t,0,0,0,,50,,,,100,0,100,100,,100,,0,0,0,,29,1,2,,4,9,start a fundraiser,take a public bus,get an advance payday loan,,copy a friend's assignment,,,,ram into the car,yell in gibberish until she leaves,light a fire under the car,threaten security with the knife,,pitch his situation to a reality TV network,,yell at Todd for getting stuck,tell his lawyer that he’s sick,finish the race
100,652,1,R_2zu90ygIv0zbFmD,,20,20,21,,,,80,55,,20,80,0,0,65,100,20,,,45,2,5,,2,5,,call a taxi,get an advance payday loan,pay for a day-pass to the gym,,,,ask the parents if they know him,honk at the driver until they pull over,,call emergency services,store the knife in an airport locker,run away,get another job,organize a fishing crew,leave Todd to save herself,call his lawyer,
100,430,1,R_30cV0xlMji0riYC,69,26,70,83,77,,81,,,37,,,62,83,100,60,97,,,44,2,5,,2,8,search for the medication on the black market,demand that the airline delays the flight,pay the money from his own wallet,renew her membership,bring in the assignment the next day,,give her ticket to Ted,,,turn invisible,,,steal someone else’s ring,buy his father a tent,serve engine fuel to the passengers,leave Todd to save herself,leave the store unattended,
100,371,1,R_1DONpPMblZ4nu42,72,,51,58,22,,91,,81,89,26,,66,34,75,86,,,,32,2,5,,4,10,search for the medication on the black market,,stage a robbery,renew her membership,call her mom,,pretend they are conjoined twins,,tailgate the car,take her to his house but no further,ask to use the mall's loudspeaker,,blame it on the maid of honor,move into his father’s apartment,organize a fishing crew,saw Todd’s arm off,,
100,341,1,R_2eRNfn8Aw1xjn2Z,100,0,,,50,0,0,100,0,,,50,,75,0,,90,0,,37,2,5,,2,8,commit credit card fraud,steal a passing driver's car,,,quickly try to redo the assignment,boost morale with a three-legged race,steal someone else's ticket,tackle him and hold him down,pull over and call 911,,,hide the knife in someone else's bag,,buy his father a tent,request supplies to be airdropped,,ask a friend to take over,carry her competitor on her sled
100,698,1,R_0GIK10mCNcdqdvb,11,,40,,91,,30,20,90,10,,8,8,,12,7,,20,,47,1,5,,4,9,start a fundraiser,,explain the situation to his boss,,bring in the assignment the next day,,try to buy a ticket off another person,read his mind,ram into the car,take her to his house but no further,,take a train instead,call the taxi company,,ration their food,get her arm stuck in solidarity,,steal his dogs for extra speed
100,619,1,R_1NCCyN4SF9Xo0sx,7,40,,92,,10,79,6,5,,7,8,30,,72,,,19,,73,2,5,,5,4,take out a loan,take a public bus,,pull the fire alarm,,search for a water source,teleport into the concert,keep an eye on him,take a detour at the next exit,,slash the tires,take a train instead,run away,,sell all the food to the highest bidder,,,carry her competitor on her sled
100,820,1,R_3HpJdyE3dpO5PXy,0,0,,0,,0,,100,0,,0,20,0,100,,,100,100,,55,2,5,,4,5,take out a loan,steal a passing driver's car,,borrow someone's phone,,collect wood to start a fire,,read his mind,pull over and call 911,,check that the doors are locked,take a train instead,blame it on the maid of honor,pitch his situation to a reality TV network,,,stage a break-in at the store,finish the race
100,716,1,R_1mEPc5u8kGHCqB0,,,62,,55,95,,90,53,20,10,40,,6,,4,100,30,,43,2,5,,4,6,,,explain the situation to his boss,,hypnotize the teacher,huddle to conserve energy,,wave to the parents,honk an angry message in Morse code,yell in gibberish until she leaves,check that the doors are locked,ask to check the knife,,move into his father’s apartment,,hike until she finds cell service,stage a break-in at the store,leave her dogs with him
100,178,1,R_QmjdPRxCadg9BXb,85,92,,,,85,79,86,81,,72,83,86,,82,85,,91,,63,2,1,,5,6,start a fundraiser,reschedule for a later flight,,,,boost morale with a three-legged race,give her ticket to Ted,wave to the parents,ram into the car,,check that the doors are locked,ask to check the knife,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,hike until she finds cell service,,hide him in the snow
100,615,1,R_W2ski4n9g8S2Qsp,,70,0,5,,65,,30,,85,95,100,25,,,10,0,90,,36,1,5,,4,6,,try to convince a passing driver to trade cars,sell one of his kidneys,pull the fire alarm,,throw away all of the food,,make cat noises at him until he leaves,,call her a cab,pour water on the car to cool it,pretend the knife is part of a hip replacement,tell his sister as soon as possible,,,hike until she finds cell service,call his lawyer,leave her dogs with him
100,229,1,R_1FlIMo6XfFZgr3p,30,100,81,3,,,75,67,,91,30,,,100,23,29,,9,,30,2,5,,5,6,switch insurance plans,try to convince a passing driver to trade cars,get an advance payday loan,pay for a day-pass to the gym,,,go without Ted,keep an eye on him,,steal whatever she has on her,call emergency services,,,abandon his father,request supplies to be airdropped,give Todd her water,,carry her competitor on her sled
100,1806,1,R_3MmWH0A0bWQRfLq,,35,69,65,,29,,59,88,,22,79,87,12,87,58,,,,29,1,5,,2,8,,steal a passing driver's car,overcharge the next customers,lie that she left her card inside,,search for a water source,,read his mind,tailgate the car,,check that the doors are locked,store the knife in an airport locker,run away,check in on his father daily,serve engine fuel to the passengers,give Todd her water,,
100,1739,1,R_8f57wB6PaFsPj0J,0,,0,0,0,0,,0,0,,,,100,40,,0,0,0,,46,1,5,,4,9,take out a loan,,stage a robbery,lie that she left her card inside,call her mom,steal all of the food and water,,keep an eye on him,honk at the driver until they pull over,,,,tell his sister as soon as possible,get another job,,give Todd her water,stage a break-in at the store,hide him in the snow
100,575,1,R_3r0SHtlvoQwmeHg,19,,14,13,29,,,,14,70,82,94,10,14,37,,73,,,41,1,5,,4,9,commit credit card fraud,,pay the money from his own wallet,borrow someone's phone,call her mom,,,,honk at the driver until they pull over,refuse to drive her,light a fire under the car,threaten security with the knife,steal someone else’s ring,get another job,throw disobedient passengers off the boat,,leave the store unattended,
