Progress,Duration (in seconds),Finished,UserLanguage,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,553,TRUE,EN,,7,,,6,41,0,,10,0,8,67,31,0,,20,0,,,44,Female,White / Caucasian,,Master's Degree (MS),Rung 8,,try to convince a passing driver to trade cars,,,hypnotize the teacher,steal all of the food and water,go without Ted,,tailgate the car,call her a cab,ask to use the mall's loudspeaker,take a train instead,call the taxi company,pitch his situation to a reality TV network,,get her arm stuck in solidarity,tell his lawyer that he’s sick,
100,434,TRUE,EN,6,92,2,50,,,1,,50,2,9,80,10,1,,1,,,,63,Male,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,call a taxi,explain the situation to his boss,lie that she left her card inside,,,give her ticket to Ted,,ram into the car,turn invisible,ask to use the mall's loudspeaker,ask to check the knife,tell his sister as soon as possible,check in on his father daily,,give Todd her water,,
100,811,TRUE,EN,71,0,,81,91,10,100,2,85,,0,,,100,,0,0,,,37,Male,Black / African American,,Some College,Rung 5,search for the medication on the black market,take a public bus,,pay for a day-pass to the gym,call her mom,huddle to conserve energy,steal someone else's ticket,keep an eye on him,take a detour at the next exit,,pour water on the car to cool it,,,abandon his father,,hike until she finds cell service,call his lawyer,
100,459,TRUE,EN,80,70,,,100,,100,100,,100,,100,100,0,1,88,,1,,70,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,go on strike for better wages,steal a passing driver's car,,,copy a friend's assignment,,pretend they are conjoined twins,read his mind,,steal whatever she has on her,,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,request supplies to be airdropped,saw Todd’s arm off,,leave her dogs with him
100,166,TRUE,EN,,50,34,61,77,,,67,,38,25,,61,,74,14,86,73,,36,Male,White / Caucasian,,Some College,Rung 5,,steal a passing driver's car,get an advance payday loan,borrow someone's phone,copy a friend's assignment,,,make cat noises at him until he leaves,,yell in gibberish until she leaves,call emergency services,,steal someone else’s ring,,organize a fishing crew,give Todd her water,leave the store unattended,carry her competitor on her sled
100,331,TRUE,EN,31,95,,72,100,9,,,0,0,,99,100,54,,,90,77,,51,Female,White / Caucasian,,High School or equivalent,Rung 6,commit credit card fraud,try to convince a passing driver to trade cars,,renew her membership,hypnotize the teacher,throw away all of the food,,,pull over and call 911,take her to his house but no further,,store the knife in an airport locker,borrow their mom’s wedding ring,abandon his father,,,ask a friend to take over,hide him in the snow
100,467,TRUE,EN,0,100,0,100,,,,0,0,,100,,0,0,0,0,,100,,63,Female,White / Caucasian,,Some College,Rung 5,start a fundraiser,try to convince a passing driver to trade cars,pay the money from his own wallet,pay for a day-pass to the gym,,,,read his mind,tailgate the car,,light a fire under the car,,borrow their mom’s wedding ring,pitch his situation to a reality TV network,organize a fishing crew,leave Todd to save herself,,steal his dogs for extra speed
100,397,TRUE,EN,9,,75,,10,9,10,78,29,,,75,50,,,13,22,13,,64,Female,White / Caucasian,,Master's Degree (MS),Rung 6,take out a loan,,stage a robbery,,quickly try to redo the assignment,huddle to conserve energy,go without Ted,wave to the parents,honk at the driver until they pull over,,,pretend the knife is part of a hip replacement,call the taxi company,,,yell at Todd for getting stuck,tell his lawyer that he’s sick,finish the race
100,326,TRUE,EN,35,19,0,5,,0,,0,75,1,,,61,0,,45,86,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,reschedule for a later flight,sell one of his kidneys,renew her membership,,steal all of the food and water,,ask the parents if they know him,tailgate the car,turn invisible,,,tell his sister as soon as possible,get another job,,get her arm stuck in solidarity,lock up the store,
100,277,TRUE,EN,30,,100,,25,50,,55,75,,0,100,10,5,,,86,100,,61,Female,White / Caucasian,,Some College,Rung 5,go on strike for better wages,,stage a robbery,,quickly try to redo the assignment,search for a water source,,wave to the parents,tailgate the car,,slash the tires,take a train instead,borrow their mom’s wedding ring,get another job,,,leave the store unattended,steal his dogs for extra speed
100,515,TRUE,EN,1,,45,55,1,1,,,,50,1,,1,1,1,65,,99,,73,Female,White / Caucasian,,Master's Degree (MS),Rung 3,switch insurance plans,,stage a robbery,lie that she left her card inside,hypnotize the teacher,throw away all of the food,,,,steal whatever she has on her,check that the doors are locked,,tell his sister as soon as possible,move into his father’s apartment,organize a fishing crew,get her arm stuck in solidarity,,steal his dogs for extra speed
100,562,TRUE,EN,0,,0,81,90,10,,9,,0,,100,50,,100,,40,0,,61,Male,White / Caucasian,,College Graduate (4 year),Rung 8,switch insurance plans,,get an advance payday loan,borrow someone's phone,copy a friend's assignment,throw away all of the food,,keep an eye on him,,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,blame it on the maid of honor,,serve engine fuel to the passengers,,lock up the store,call for help
100,247,TRUE,EN,29,62,,81,9,19,81,19,,,100,,,37,56,60,0,,,47,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,try to convince a passing driver to trade cars,,renew her membership,quickly try to redo the assignment,collect wood to start a fire,teleport into the concert,ask the parents if they know him,,,light a fire under the car,,,buy his father a tent,ration their food,saw Todd’s arm off,tell his lawyer that he’s sick,
100,728,TRUE,EN,52,100,0,100,0,9,100,100,,0,,100,,6,,,,6,,60,Female,White / Caucasian,,College Graduate (4 year),Rung 6,start a fundraiser,take a public bus,get an advance payday loan,pay for a day-pass to the gym,copy a friend's assignment,huddle to conserve energy,pretend they are conjoined twins,read his mind,,call her a cab,,take a train instead,,get another job,,,,carry her competitor on her sled
100,237,TRUE,EN,0,,0,,,0,0,0,0,0,0,0,100,0,,,,5,,49,Female,Hispanic / Latino,,College Graduate (4 year),Rung 5,search for the medication on the black market,,get an advance payday loan,,,search for a water source,give her ticket to Ted,tackle him and hold him down,tailgate the car,take her to his house but no further,check that the doors are locked,store the knife in an airport locker,call the taxi company,move into his father’s apartment,,,,carry her competitor on her sled
100,185,TRUE,EN,,,,100,10,0,1,10,0,20,,40,5,1,,1,,1,,34,Female,White / Caucasian,,Some College,Rung 7,,,,pull the fire alarm,call her mom,huddle to conserve energy,go without Ted,ask the parents if they know him,take a detour at the next exit,refuse to drive her,,take a train instead,blame it on the maid of honor,move into his father’s apartment,,saw Todd’s arm off,,carry her competitor on her sled
100,387,TRUE,EN,,100,0,100,10,50,,60,0,0,,100,,10,,0,80,,,69,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,steal a passing driver's car,pay the money from his own wallet,crawl past the front desk,quickly try to redo the assignment,search for a water source,,make cat noises at him until he leaves,honk at the driver until they pull over,refuse to drive her,,hide the knife in someone else's bag,,check in on his father daily,,give Todd her water,lock up the store,
100,439,TRUE,EN,,90,,100,,,80,95,0,15,0,100,99,100,90,,,2,,48,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,take a public bus,,crawl past the front desk,,,teleport into the concert,wave to the parents,take a detour at the next exit,steal whatever she has on her,call emergency services,hide the knife in someone else's bag,steal someone else’s ring,abandon his father,serve engine fuel to the passengers,,,leave her dogs with him
100,255,TRUE,EN,20,,100,,,66,33,50,79,28,40,93,72,77,,,,20,,31,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,start a fundraiser,,stage a robbery,,,boost morale with a three-legged race,give her ticket to Ted,read his mind,ram into the car,yell in gibberish until she leaves,slash the tires,hide the knife in someone else's bag,tell his sister as soon as possible,pitch his situation to a reality TV network,,,,carry her competitor on her sled
100,679,TRUE,EN,82,70,100,62,1,51,52,,100,1,,,,,100,,100,47,,32,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,try to convince a passing driver to trade cars,overcharge the next customers,pull the fire alarm,call her mom,search for a water source,go without Ted,,ram into the car,refuse to drive her,,,,,throw disobedient passengers off the boat,,stage a break-in at the store,leave her dogs with him
100,425,TRUE,EN,40,65,5,,95,,,70,25,0,,70,40,85,,,75,0,,67,Female,White / Caucasian,,Master's Degree (MS),Rung 5,start a fundraiser,try to convince a passing driver to trade cars,explain the situation to his boss,,hypnotize the teacher,,,wave to the parents,honk an angry message in Morse code,refuse to drive her,,pretend the knife is part of a hip replacement,run away,abandon his father,,,ask a friend to take over,leave her dogs with him
100,484,TRUE,EN,0,80,51,100,24,100,,,0,,100,,,1,100,50,0,,,66,Male,White / Caucasian,,Master's Degree (MS),Rung 5,go on strike for better wages,call a taxi,sell one of his kidneys,lie that she left her card inside,lie that her house burnt down,collect wood to start a fire,,,pull over and call 911,,light a fire under the car,,,check in on his father daily,throw disobedient passengers off the boat,saw Todd’s arm off,ask a friend to take over,
100,345,TRUE,EN,5,,,95,,15,100,,98,5,0,100,90,,90,0,,50,,44,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,switch insurance plans,,,renew her membership,,steal all of the food and water,teleport into the concert,,ram into the car,take her to his house but no further,call emergency services,hide the knife in someone else's bag,steal someone else’s ring,,throw disobedient passengers off the boat,give Todd her water,,leave her dogs with him
100,450,TRUE,EN,15,71,49,51,,83,78,,,,5,71,26,,86,3,,6,,59,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,call a taxi,explain the situation to his boss,borrow someone's phone,,steal all of the food and water,try to buy a ticket off another person,,,,ask to use the mall's loudspeaker,take a train instead,borrow their mom’s wedding ring,,serve engine fuel to the passengers,give Todd her water,,hide him in the snow
100,325,TRUE,EN,50,0,100,70,,,10,0,,,40,,10,0,0,,100,100,,66,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,switch insurance plans,reschedule for a later flight,overcharge the next customers,lie that she left her card inside,,,pretend they are conjoined twins,wave to the parents,,,slash the tires,,borrow their mom’s wedding ring,get another job,request supplies to be airdropped,,stage a break-in at the store,hide him in the snow
100,373,TRUE,EN,,0,0,100,10,,,80,0,,0,,100,50,0,0,100,,,45,Female,White / Caucasian,,Some College,Rung 3,,reschedule for a later flight,get an advance payday loan,renew her membership,lie that her house burnt down,,,ask the parents if they know him,pull over and call 911,,pour water on the car to cool it,,blame it on the maid of honor,abandon his father,ration their food,leave Todd to save herself,stage a break-in at the store,
100,590,TRUE,EN,10,100,50,100,20,,0,90,10,10,0,,60,85,,,,,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 3,commit credit card fraud,demand that the airline delays the flight,sell one of his kidneys,crawl past the front desk,bring in the assignment the next day,,pretend they are conjoined twins,keep an eye on him,honk at the driver until they pull over,call her a cab,check that the doors are locked,,blame it on the maid of honor,pitch his situation to a reality TV network,,,,
100,489,TRUE,EN,,71,,89,,5,95,2,1,6,,65,46,1,,1,25,,,60,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,demand that the airline delays the flight,,borrow someone's phone,,search for a water source,steal someone else's ticket,tackle him and hold him down,pull over and call 911,refuse to drive her,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,move into his father’s apartment,,yell at Todd for getting stuck,lock up the store,
100,469,TRUE,EN,27,,86,,17,,8,,,33,0,80,82,84,84,,93,84,,77,Male,White / Caucasian,,College Graduate (4 year),Rung 7,take out a loan,,stage a robbery,,call her mom,,give her ticket to Ted,,,yell in gibberish until she leaves,slash the tires,pretend the knife is part of a hip replacement,steal someone else’s ring,abandon his father,throw disobedient passengers off the boat,,stage a break-in at the store,call for help
100,276,TRUE,EN,,70,88,2,33,3,4,,2,,,43,,6,0,12,52,,,34,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,reschedule for a later flight,overcharge the next customers,pay for a day-pass to the gym,hypnotize the teacher,boost morale with a three-legged race,give her ticket to Ted,,honk an angry message in Morse code,,,store the knife in an airport locker,,abandon his father,request supplies to be airdropped,saw Todd’s arm off,leave the store unattended,
100,343,TRUE,EN,,61,5,,50,,81,31,0,61,,17,80,,8,,50,0,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,call a taxi,pay the money from his own wallet,,bring in the assignment the next day,,pretend they are conjoined twins,ask the parents if they know him,pull over and call 911,steal whatever she has on her,,store the knife in an airport locker,run away,,organize a fishing crew,,ask a friend to take over,call for help
100,401,TRUE,EN,3,100,,100,,4,90,,,22,7,100,10,,8,0,,0,,49,Female,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,demand that the airline delays the flight,,renew her membership,,huddle to conserve energy,give her ticket to Ted,,,steal whatever she has on her,pour water on the car to cool it,ask to check the knife,tell his sister as soon as possible,,organize a fishing crew,yell at Todd for getting stuck,,leave her dogs with him
100,400,TRUE,EN,,30,61,70,59,,9,40,,0,,10,,0,20,1,41,,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,demand that the airline delays the flight,overcharge the next customers,borrow someone's phone,quickly try to redo the assignment,,pretend they are conjoined twins,ask the parents if they know him,,refuse to drive her,,take a train instead,,move into his father’s apartment,request supplies to be airdropped,get her arm stuck in solidarity,ask a friend to take over,
100,489,TRUE,EN,81,,,100,100,71,81,8,,3,1,,31,,81,,1,21,,69,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,,,pull the fire alarm,lie that her house burnt down,search for a water source,teleport into the concert,keep an eye on him,,refuse to drive her,pour water on the car to cool it,,tell his sister as soon as possible,,organize a fishing crew,,tell his lawyer that he’s sick,carry her competitor on her sled
100,384,TRUE,EN,17,61,,,42,65,70,40,58,30,,90,,,55,55,55,,,41,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,take out a loan,demand that the airline delays the flight,,,bring in the assignment the next day,steal all of the food and water,go without Ted,ask the parents if they know him,honk at the driver until they pull over,take her to his house but no further,,hide the knife in someone else's bag,,,ration their food,hike until she finds cell service,ask a friend to take over,
100,433,TRUE,EN,0,100,,100,10,0,4,0,0,,,100,,0,,,100,100,,33,Female,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,call a taxi,,borrow someone's phone,bring in the assignment the next day,steal all of the food and water,go without Ted,read his mind,tailgate the car,,,take a train instead,,pitch his situation to a reality TV network,,,ask a friend to take over,steal his dogs for extra speed
100,453,TRUE,EN,,,0,,,0,0,60,10,,5,,20,5,100,0,40,95,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,get an advance payday loan,,,huddle to conserve energy,give her ticket to Ted,read his mind,honk an angry message in Morse code,,check that the doors are locked,,borrow their mom’s wedding ring,check in on his father daily,serve engine fuel to the passengers,give Todd her water,lock up the store,hide him in the snow
100,274,TRUE,EN,0,100,94,,,,0,0,,0,,100,0,0,100,0,,100,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,demand that the airline delays the flight,stage a robbery,,,,try to buy a ticket off another person,wave to the parents,,yell in gibberish until she leaves,,hide the knife in someone else's bag,run away,buy his father a tent,serve engine fuel to the passengers,hike until she finds cell service,,hide him in the snow
100,563,TRUE,EN,30,,50,100,85,100,,,,100,20,100,100,70,,0,0,,,31,Female,White / Caucasian,,Master's Degree (MS),Rung 8,search for the medication on the black market,,sell one of his kidneys,lie that she left her card inside,quickly try to redo the assignment,boost morale with a three-legged race,,,,turn invisible,slash the tires,ask to check the knife,call the taxi company,buy his father a tent,,give Todd her water,call his lawyer,
100,677,TRUE,EN,,,95,,,50,0,90,98,0,0,100,90,0,15,,,15,,36,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,,overcharge the next customers,,,search for a water source,try to buy a ticket off another person,read his mind,ram into the car,call her a cab,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,run away,get another job,ration their food,,,finish the race
100,1017,TRUE,EN,,,10,50,10,10,50,20,40,1,,,,1,,1,30,40,,67,Female,White / Caucasian,,Some College,Rung 3,,,pay the money from his own wallet,renew her membership,call her mom,collect wood to start a fire,give her ticket to Ted,read his mind,tailgate the car,turn invisible,,,,get another job,,give Todd her water,lock up the store,leave her dogs with him
100,280,TRUE,EN,30,90,80,,70,,30,70,,,20,100,90,10,60,,10,,,19,Female,White / Caucasian,,Some College,Rung 6,go on strike for better wages,try to convince a passing driver to trade cars,stage a robbery,,bring in the assignment the next day,,go without Ted,tackle him and hold him down,,,check that the doors are locked,threaten security with the knife,run away,move into his father’s apartment,throw disobedient passengers off the boat,,call his lawyer,
100,551,TRUE,EN,0,100,0,,0,0,,0,0,0,,0,,0,,0,0,,,53,Female,White / Caucasian,,,Rung 4,search for the medication on the black market,steal a passing driver's car,pay the money from his own wallet,,quickly try to redo the assignment,throw away all of the food,,wave to the parents,take a detour at the next exit,call her a cab,,store the knife in an airport locker,,check in on his father daily,,yell at Todd for getting stuck,ask a friend to take over,
100,694,TRUE,EN,,,1,,1,1,71,70,,2,0,20,2,,,1,80,80,,73,Female,White / Caucasian,,Doctoral Degree (PhD),Rung 5,,,sell one of his kidneys,,hypnotize the teacher,huddle to conserve energy,teleport into the concert,wave to the parents,,take her to his house but no further,ask to use the mall's loudspeaker,ask to check the knife,blame it on the maid of honor,,,yell at Todd for getting stuck,ask a friend to take over,finish the race
100,567,TRUE,EN,0,62,,55,0,0,,,,0,100,76,19,,100,,0,0,,46,Male,Asian / Pacific Islander,,Master's Degree (MS),Rung 6,search for the medication on the black market,steal a passing driver's car,,crawl past the front desk,quickly try to redo the assignment,throw away all of the food,,,,turn invisible,light a fire under the car,ask to check the knife,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,,call his lawyer,finish the race
100,656,TRUE,EN,,40,,92,,70,70,72,91,,0,100,,0,100,10,50,,,28,Female,Hispanic / Latino,,Some College,Rung 4,,reschedule for a later flight,,crawl past the front desk,,steal all of the food and water,pretend they are conjoined twins,keep an eye on him,tailgate the car,,check that the doors are locked,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,sell all the food to the highest bidder,hike until she finds cell service,leave the store unattended,
100,413,TRUE,EN,20,94,,,,100,1,1,0,,,91,8,0,100,1,100,,,66,Male,White / Caucasian,,College Graduate (4 year),Rung 8,switch insurance plans,demand that the airline delays the flight,,,,huddle to conserve energy,teleport into the concert,tackle him and hold him down,honk an angry message in Morse code,,,store the knife in an airport locker,blame it on the maid of honor,get another job,serve engine fuel to the passengers,yell at Todd for getting stuck,call his lawyer,
100,862,TRUE,EN,50,100,,100,90,8,,92,,0,100,49,30,,100,,0,,,55,Female,White / Caucasian,,Some College,Rung 4,commit credit card fraud,reschedule for a later flight,,lie that she left her card inside,quickly try to redo the assignment,boost morale with a three-legged race,,read his mind,,steal whatever she has on her,light a fire under the car,ask to check the knife,steal someone else’s ring,,serve engine fuel to the passengers,,call his lawyer,
100,355,TRUE,EN,0,18,0,68,,0,,,0,0,91,,20,25,,,0,80,,29,Female,White / Caucasian,,Some College,Rung 6,switch insurance plans,steal a passing driver's car,explain the situation to his boss,pay for a day-pass to the gym,,throw away all of the food,,,take a detour at the next exit,take her to his house but no further,light a fire under the car,,steal someone else’s ring,check in on his father daily,,,call his lawyer,hide him in the snow
100,364,TRUE,EN,,100,1,81,70,61,60,,5,,1,100,,0,,0,,1,,26,Male,Black / African American,,Some College,Rung 3,,demand that the airline delays the flight,explain the situation to his boss,pay for a day-pass to the gym,hypnotize the teacher,steal all of the food and water,steal someone else's ticket,,honk at the driver until they pull over,,slash the tires,hide the knife in someone else's bag,,move into his father’s apartment,,yell at Todd for getting stuck,,carry her competitor on her sled
100,311,TRUE,EN,,,,,,100,100,53,80,0,0,100,92,0,39,0,,0,,64,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,,throw away all of the food,teleport into the concert,keep an eye on him,tailgate the car,take her to his house but no further,call emergency services,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,request supplies to be airdropped,get her arm stuck in solidarity,,carry her competitor on her sled
100,402,TRUE,EN,,,,95,0,5,30,16,100,,,100,,98,90,0,0,100,,48,Female,White / Caucasian,,Master's Degree (MS),Rung 5,,,,lie that she left her card inside,quickly try to redo the assignment,collect wood to start a fire,pretend they are conjoined twins,ask the parents if they know him,ram into the car,,,threaten security with the knife,,buy his father a tent,sell all the food to the highest bidder,give Todd her water,tell his lawyer that he’s sick,steal his dogs for extra speed
100,191,TRUE,EN,4,70,21,,,12,37,48,23,,,,15,24,47,16,38,,,29,Female,White / Caucasian,,College Graduate (4 year),Rung 5,search for the medication on the black market,reschedule for a later flight,explain the situation to his boss,,,boost morale with a three-legged race,try to buy a ticket off another person,tackle him and hold him down,honk an angry message in Morse code,,,,steal someone else’s ring,check in on his father daily,organize a fishing crew,leave Todd to save herself,leave the store unattended,
100,276,TRUE,EN,,71,80,83,,32,19,44,,,10,72,59,82,,,71,33,,27,Male,Black / African American,,Some College,Rung 6,,steal a passing driver's car,overcharge the next customers,renew her membership,,collect wood to start a fire,give her ticket to Ted,make cat noises at him until he leaves,,,ask to use the mall's loudspeaker,store the knife in an airport locker,call the taxi company,buy his father a tent,,,lock up the store,call for help
100,302,TRUE,EN,,,,50,0,0,100,20,0,10,30,,,25,,40,90,0,,47,Female,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 9,,,,pay for a day-pass to the gym,bring in the assignment the next day,collect wood to start a fire,steal someone else's ticket,tackle him and hold him down,tailgate the car,steal whatever she has on her,pour water on the car to cool it,,,check in on his father daily,,get her arm stuck in solidarity,leave the store unattended,leave her dogs with him
100,373,TRUE,EN,20,80,50,20,92,50,2,,,2,4,,50,,,20,50,,,52,Female,White / Caucasian,,High School or equivalent,Rung 6,take out a loan,reschedule for a later flight,pay the money from his own wallet,pull the fire alarm,copy a friend's assignment,search for a water source,teleport into the concert,,,turn invisible,ask to use the mall's loudspeaker,,tell his sister as soon as possible,,,yell at Todd for getting stuck,tell his lawyer that he’s sick,
100,493,TRUE,EN,54,12,30,5,,4,,6,82,,10,,20,7,,1,,6,,57,Female,White / Caucasian,,Master's Degree (MS),Rung 5,commit credit card fraud,reschedule for a later flight,stage a robbery,renew her membership,,throw away all of the food,,wave to the parents,ram into the car,,slash the tires,,blame it on the maid of honor,pitch his situation to a reality TV network,,get her arm stuck in solidarity,,finish the race
100,460,TRUE,EN,1,1,10,1,1,1,60,,1,,1,80,,80,80,,,,,70,Female,White / Caucasian,,College Graduate (4 year),Rung 7,start a fundraiser,take a public bus,get an advance payday loan,pay for a day-pass to the gym,call her mom,steal all of the food and water,try to buy a ticket off another person,,pull over and call 911,,check that the doors are locked,threaten security with the knife,,buy his father a tent,sell all the food to the highest bidder,,,
100,662,TRUE,EN,,30,10,,0,,50,100,,0,0,90,,10,0,0,20,,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,call a taxi,sell one of his kidneys,,bring in the assignment the next day,,pretend they are conjoined twins,make cat noises at him until he leaves,,yell in gibberish until she leaves,slash the tires,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,yell at Todd for getting stuck,call his lawyer,
100,433,TRUE,EN,60,,30,,10,5,,80,0,4,4,,60,,80,,25,100,,51,Female,White / Caucasian,,College Graduate (4 year),Rung 3,start a fundraiser,,sell one of his kidneys,,call her mom,boost morale with a three-legged race,,make cat noises at him until he leaves,pull over and call 911,call her a cab,call emergency services,,tell his sister as soon as possible,,sell all the food to the highest bidder,,lock up the store,hide him in the snow
100,890,TRUE,EN,0,100,100,60,100,0,,100,,0,0,100,,,80,,90,,,27,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,commit credit card fraud,take a public bus,overcharge the next customers,lie that she left her card inside,hypnotize the teacher,search for a water source,,keep an eye on him,,turn invisible,call emergency services,pretend the knife is part of a hip replacement,,,ration their food,,stage a break-in at the store,
100,617,TRUE,EN,33,,10,,,,10,35,6,,0,100,2,45,2,0,,63,,34,Female,White / Caucasian,,Master's Degree (MS),Rung 8,start a fundraiser,,pay the money from his own wallet,,,,try to buy a ticket off another person,keep an eye on him,honk at the driver until they pull over,,check that the doors are locked,hide the knife in someone else's bag,tell his sister as soon as possible,abandon his father,request supplies to be airdropped,hike until she finds cell service,,leave her dogs with him
100,551,TRUE,EN,40,,,55,90,15,20,,,0,20,95,,0,100,0,0,,,37,Male,White / Caucasian,,College Graduate (4 year),Rung 3,search for the medication on the black market,,,renew her membership,hypnotize the teacher,boost morale with a three-legged race,go without Ted,,,turn invisible,slash the tires,ask to check the knife,,get another job,sell all the food to the highest bidder,leave Todd to save herself,tell his lawyer that he’s sick,
100,443,TRUE,EN,6,,,30,15,2,,31,50,1,0,,35,,5,0,0,,,36,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,search for the medication on the black market,,,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,,read his mind,take a detour at the next exit,take her to his house but no further,ask to use the mall's loudspeaker,,call the taxi company,,request supplies to be airdropped,leave Todd to save herself,call his lawyer,
100,645,TRUE,EN,33,,67,,97,,53,46,64,62,33,93,,78,95,,,90,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,,sell one of his kidneys,,hypnotize the teacher,,try to buy a ticket off another person,ask the parents if they know him,tailgate the car,turn invisible,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,serve engine fuel to the passengers,,,steal his dogs for extra speed
100,279,TRUE,EN,100,30,,50,25,65,60,50,80,,100,60,,,50,,100,,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,demand that the airline delays the flight,,borrow someone's phone,lie that her house burnt down,steal all of the food and water,go without Ted,wave to the parents,tailgate the car,,light a fire under the car,threaten security with the knife,,,ration their food,,stage a break-in at the store,
100,706,TRUE,EN,25,,20,70,,15,1,90,95,,50,,5,,50,1,,0,,55,Female,White / Caucasian,,Some College,Rung 7,take out a loan,,sell one of his kidneys,pull the fire alarm,,steal all of the food and water,go without Ted,make cat noises at him until he leaves,ram into the car,,check that the doors are locked,,call the taxi company,,sell all the food to the highest bidder,get her arm stuck in solidarity,,call for help
100,271,TRUE,EN,,,37,42,50,,54,41,,29,25,70,,69,34,29,,9,,39,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,,,get an advance payday loan,pay for a day-pass to the gym,hypnotize the teacher,,pretend they are conjoined twins,tackle him and hold him down,,take her to his house but no further,slash the tires,hide the knife in someone else's bag,,buy his father a tent,organize a fishing crew,yell at Todd for getting stuck,,call for help
100,499,TRUE,EN,15,5,70,95,,1,5,,9,21,,54,,55,,4,,8,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,call a taxi,pay the money from his own wallet,pull the fire alarm,,search for a water source,teleport into the concert,,take a detour at the next exit,yell in gibberish until she leaves,,take a train instead,,abandon his father,,leave Todd to save herself,,leave her dogs with him
100,847,TRUE,EN,0,51,,31,,0,,,25,30,,60,,0,100,0,0,0,,29,Female,Black / African American,,Vocational/Technical School (2 year),Rung 2,commit credit card fraud,try to convince a passing driver to trade cars,,borrow someone's phone,,search for a water source,,,honk an angry message in Morse code,turn invisible,,ask to check the knife,,get another job,serve engine fuel to the passengers,hike until she finds cell service,tell his lawyer that he’s sick,call for help
100,270,TRUE,EN,16,40,34,,0,,,14,7,2,12,,,52,,100,27,40,,21,Female,Hispanic / Latino,,College Graduate (4 year),Rung 2,take out a loan,demand that the airline delays the flight,get an advance payday loan,,copy a friend's assignment,,,keep an eye on him,take a detour at the next exit,call her a cab,ask to use the mall's loudspeaker,,,pitch his situation to a reality TV network,,saw Todd’s arm off,tell his lawyer that he’s sick,carry her competitor on her sled
100,362,TRUE,EN,,,0,,100,9,100,,82,0,0,100,19,,,0,0,0,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,explain the situation to his boss,,copy a friend's assignment,huddle to conserve energy,steal someone else's ticket,,ram into the car,refuse to drive her,pour water on the car to cool it,pretend the knife is part of a hip replacement,steal someone else’s ring,,,yell at Todd for getting stuck,tell his lawyer that he’s sick,carry her competitor on her sled
